customer_id,touches,purchases,revenue,clicks,impressions,email_share,search_share,desktop_share,recency_days,days_since_last_touch,ctr,was_buyer_2024,customer_age,customer_segment,region,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d,churned,churn_probability
C01236,3.0,0.0,0.0,1.0,20.0,0.0,0.6666666666666666,0.0,999.0,172.0,0.05,0.0,28,Loyal,Bratislava,45,0,0,2,1,1,0.7775090910048771
C00570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,40,At-Risk,Western Slovakia,2,1,1,1,14,1,0.9114178511540234
C01750,2.0,0.0,0.0,0.0,18.0,0.5,0.0,1.0,999.0,131.0,0.0,0.0,49,New,Czech Republic,44,0,0,1,7,1,0.8826633907069533
C01518,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,999.0,279.0,0.0,0.0,54,Regular,Bratislava,70,0,0,0,3,1,0.915780755819838
C01258,5.0,5.0,1221.03,3.0,23.0,0.2,0.4,1.0,82.0,82.0,0.13043478260869565,1.0,38,Loyal,Eastern Slovakia,23,0,1,4,10,1,0.37727858483315757
C01002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,29,Regular,Central Slovakia,56,0,1,0,3,1,0.8929797066068463
C01680,3.0,0.0,0.0,2.0,16.0,0.6666666666666666,0.0,0.0,999.0,72.0,0.125,0.0,35,At-Risk,Bratislava,11,0,1,0,0,1,0.9418569734582102
C01756,2.0,0.0,0.0,0.0,11.0,0.5,0.0,0.5,999.0,299.0,0.0,0.0,46,New,Central Slovakia,18,0,0,0,2,1,0.9017608050105291
C00666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,18,New,Czech Republic,29,0,1,0,4,1,0.9230912823905342
C00834,2.0,0.0,0.0,1.0,7.0,0.5,0.5,1.0,999.0,14.0,0.14285714285714285,0.0,33,Loyal,Western Slovakia,34,0,0,6,1,0,0.5213491159121949
C00583,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,999.0,345.0,0.0,0.0,34,Regular,Bratislava,3,0,0,6,13,1,0.7423922674711743
C01430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,47,New,Bratislava,47,0,1,1,3,1,0.9092748309902051
C00400,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,999.0,65.0,0.0,0.0,30,Loyal,Eastern Slovakia,28,0,1,3,8,1,0.7576590325342374
C00008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,34,Loyal,Central Slovakia,43,0,0,2,4,1,0.800066510557927
C00898,5.0,1.0,176.1,2.0,54.0,0.2,0.2,0.0,14.0,14.0,0.037037037037037035,1.0,28,Loyal,Eastern Slovakia,47,0,1,4,6,1,0.8028080689502057
C00700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,36,Loyal,Bratislava,36,1,1,8,17,0,0.46463319709756673
C00238,2.0,0.0,0.0,0.0,13.0,0.0,0.5,0.0,999.0,220.0,0.0,0.0,36,Loyal,Western Slovakia,65,1,1,7,11,0,0.444525297351537
C01667,2.0,0.0,0.0,1.0,14.0,0.0,0.5,0.5,999.0,96.0,0.07142857142857142,0.0,41,Regular,Western Slovakia,65,0,1,0,5,1,0.8238974389638285
C01358,3.0,0.0,0.0,0.0,28.0,0.0,0.3333333333333333,0.6666666666666666,999.0,30.0,0.0,0.0,32,New,Eastern Slovakia,58,0,1,2,6,0,0.858489587751581
C00945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,41,Regular,Western Slovakia,31,0,0,1,4,1,0.8917452640232492
C00249,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,999.0,172.0,0.0,0.0,73,Loyal,Central Slovakia,10,0,1,1,3,1,0.6989368580677547
C01437,1.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,999.0,231.0,0.125,0.0,33,Regular,Bratislava,23,0,0,1,5,1,0.9112761300523808
C01396,6.0,1.0,249.57,1.0,57.0,0.3333333333333333,0.0,0.0,170.0,3.0,0.017543859649122806,1.0,60,Loyal,Eastern Slovakia,50,1,1,5,5,1,0.6515387549996636
C00558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,26,Loyal,Central Slovakia,21,0,1,5,1,1,0.7058270907422025
C00970,5.0,0.0,0.0,2.0,30.0,0.2,0.2,0.6,999.0,73.0,0.06666666666666667,0.0,38,Regular,Western Slovakia,47,0,0,4,4,0,0.673082318603317
C00849,2.0,1.0,221.36,1.0,13.0,0.0,0.5,1.0,69.0,69.0,0.07692307692307693,1.0,30,New,Bratislava,51,1,0,6,1,1,0.8157912792192925
C00877,2.0,1.0,134.54,1.0,11.0,1.0,0.0,1.0,6.0,6.0,0.09090909090909091,1.0,38,Regular,Central Slovakia,69,1,0,4,4,1,0.7953697319362192
C00098,4.0,0.0,0.0,1.0,23.0,0.25,0.0,0.0,999.0,57.0,0.043478260869565216,0.0,26,Loyal,Bratislava,23,1,1,8,2,0,0.40821410519518464
C02160,3.0,0.0,0.0,1.0,18.0,0.6666666666666666,0.0,1.0,999.0,107.0,0.05555555555555555,0.0,29,New,Bratislava,37,1,1,6,18,0,0.5414392315990509
C00535,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,999.0,183.0,0.0,0.0,19,New,Western Slovakia,11,0,0,3,2,1,0.8910183183206146
C01388,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,999.0,89.0,0.0,0.0,25,New,Western Slovakia,38,1,0,1,3,1,0.8130474814566985
C01044,2.0,0.0,0.0,1.0,15.0,0.5,0.0,0.0,999.0,111.0,0.06666666666666667,0.0,39,Regular,Western Slovakia,6,0,1,5,4,1,0.7662980831429774
C00545,2.0,0.0,0.0,0.0,12.0,0.5,0.0,1.0,999.0,261.0,0.0,0.0,35,Loyal,Central Slovakia,56,0,1,1,13,1,0.6144481503728827
C01571,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,999.0,185.0,0.0,0.0,38,Loyal,Czech Republic,23,0,0,3,0,1,0.8081122350395691
C00504,2.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,999.0,58.0,0.0,0.0,20,New,Czech Republic,37,1,1,5,7,1,0.7609476934749954
C02021,2.0,0.0,0.0,2.0,25.0,0.0,0.0,0.0,999.0,63.0,0.08,0.0,38,At-Risk,Western Slovakia,8,0,1,9,3,0,0.8649559296083502
C01163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,35,Regular,Bratislava,51,0,1,3,3,0,0.8635499759547981
C00634,4.0,0.0,0.0,0.0,25.0,0.0,0.25,0.0,999.0,108.0,0.0,0.0,18,Regular,Bratislava,44,1,1,4,13,1,0.67244238545603
C01804,2.0,0.0,0.0,0.0,20.0,0.0,0.5,0.0,999.0,284.0,0.0,0.0,33,Regular,Western Slovakia,64,1,1,4,16,1,0.714486694559248
C01883,3.0,2.0,744.4,1.0,21.0,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,0.047619047619047616,1.0,33,Regular,Western Slovakia,60,0,0,3,3,1,0.8587918145646847
C02127,3.0,1.0,107.65,1.0,32.0,0.3333333333333333,0.0,0.3333333333333333,214.0,128.0,0.03125,1.0,64,Loyal,Western Slovakia,17,1,1,6,5,1,0.5984552150064241
C01582,1.0,1.0,205.72,1.0,3.0,0.0,1.0,0.0,141.0,141.0,0.3333333333333333,1.0,36,Regular,Western Slovakia,52,0,0,4,10,1,0.8811227503575154
C01074,2.0,0.0,0.0,0.0,6.0,0.5,0.0,0.0,999.0,242.0,0.0,0.0,19,Loyal,Central Slovakia,63,0,1,5,5,0,0.6063342728499121
C01307,2.0,1.0,209.33,2.0,8.0,0.0,1.0,0.0,39.0,39.0,0.25,1.0,26,Regular,Bratislava,16,0,1,1,4,1,0.9095946889805954
C01289,3.0,0.0,0.0,0.0,26.0,0.0,0.0,0.3333333333333333,999.0,16.0,0.0,0.0,62,New,Czech Republic,48,0,0,4,14,0,0.8376898773091819
C01436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,37,New,Bratislava,58,1,1,1,5,1,0.8698368692829453
C01326,1.0,1.0,209.6,0.0,9.0,0.0,0.0,1.0,185.0,185.0,0.0,1.0,50,Regular,Bratislava,18,0,1,3,21,0,0.8085125542209127
C00397,4.0,1.0,295.54,1.0,28.0,0.25,0.25,0.25,226.0,180.0,0.03571428571428571,1.0,47,Loyal,Bratislava,33,1,1,7,13,0,0.4710297676556927
C00959,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,999.0,267.0,0.0,0.0,38,New,Bratislava,63,0,1,2,4,1,0.8902429203894515
C00345,1.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,999.0,178.0,0.0,0.0,57,New,Western Slovakia,44,0,1,0,2,0,0.874007798242459
C00794,3.0,2.0,558.8399999999999,1.0,29.0,0.3333333333333333,0.3333333333333333,0.0,90.0,90.0,0.034482758620689655,1.0,43,Regular,Bratislava,34,1,1,4,3,1,0.8245756368170584
C00852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,32,New,Central Slovakia,4,0,0,0,9,1,0.9216759732700213
C00636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,35,New,Western Slovakia,9,0,0,2,2,1,0.9058424667748636
C00983,2.0,0.0,0.0,1.0,14.0,0.0,0.5,1.0,999.0,186.0,0.07142857142857142,0.0,41,Regular,Central Slovakia,61,1,1,2,8,0,0.6913692572501011
C00038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,28,Loyal,Bratislava,29,0,1,3,13,0,0.7161030184055003
C00126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,42,New,Bratislava,45,0,0,1,3,1,0.9267939439379514
C01369,1.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,999.0,170.0,0.0,0.0,53,Regular,Western Slovakia,6,0,1,2,5,1,0.7849699019313351
C00734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,36,Regular,Central Slovakia,70,0,0,3,4,1,0.8753092159084199
C01440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,51,Regular,Bratislava,45,0,0,1,1,1,0.9144527316061729
C00358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,41,New,Central Slovakia,2,0,1,2,2,1,0.8957433135577985
C00465,3.0,1.0,178.26,2.0,16.0,0.0,0.3333333333333333,0.6666666666666666,340.0,244.0,0.125,1.0,25,Loyal,Western Slovakia,61,1,1,2,5,1,0.547581370311524
C00645,2.0,0.0,0.0,0.0,17.0,0.0,0.0,1.0,999.0,182.0,0.0,0.0,34,At-Risk,Czech Republic,30,0,0,3,7,1,0.9289371752508022
C01693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,21,New,Bratislava,61,0,1,0,0,1,0.923618096187763
C01971,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,999.0,73.0,0.0,0.0,35,New,Western Slovakia,30,0,0,4,7,1,0.8295885451884981
C00138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,48,New,Czech Republic,62,1,0,3,6,0,0.871796311120063
C01621,2.0,0.0,0.0,2.0,11.0,0.0,0.5,1.0,999.0,82.0,0.18181818181818182,0.0,45,Regular,Czech Republic,46,0,1,4,6,1,0.7237617495956221
C00525,3.0,2.0,395.24,2.0,21.0,0.6666666666666666,0.0,0.3333333333333333,188.0,179.0,0.09523809523809523,1.0,55,Loyal,Central Slovakia,53,0,0,2,11,1,0.7254814418906869
C00153,2.0,0.0,0.0,0.0,11.0,0.0,0.5,0.0,999.0,257.0,0.0,0.0,18,Loyal,Czech Republic,18,0,1,0,2,1,0.812400209039817
C00713,2.0,0.0,0.0,3.0,13.0,0.5,0.0,0.5,999.0,113.0,0.23076923076923078,0.0,26,New,Bratislava,69,1,0,3,10,0,0.7598683350614115
C01721,1.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,999.0,111.0,0.0,0.0,51,At-Risk,Czech Republic,42,0,0,1,4,1,0.9676743943484404
C02156,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,999.0,51.0,0.0,0.0,45,Regular,Bratislava,3,0,1,0,2,1,0.8996929181755104
C01359,1.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0,999.0,215.0,0.2,0.0,33,New,Bratislava,8,1,1,2,3,1,0.8060632284843109
C02174,3.0,0.0,0.0,2.0,28.0,0.0,0.3333333333333333,1.0,999.0,17.0,0.07142857142857142,0.0,23,New,Western Slovakia,21,0,1,3,1,1,0.7750061842136401
C01480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,58,Loyal,Bratislava,10,0,0,1,3,1,0.8378008850307004
C01434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,18,Regular,Czech Republic,18,0,1,2,1,0,0.8912662804393399
C01658,2.0,0.0,0.0,0.0,8.0,0.5,0.0,1.0,999.0,114.0,0.0,0.0,18,At-Risk,Bratislava,29,0,0,3,7,1,0.9083807576217436
C00602,2.0,0.0,0.0,1.0,27.0,0.0,0.0,0.0,999.0,10.0,0.037037037037037035,0.0,31,Regular,Western Slovakia,25,1,1,3,1,1,0.7979707618895105
C01412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,65,At-Risk,Bratislava,2,0,1,0,1,1,0.9646614968400615
C00272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,42,Regular,Central Slovakia,54,0,1,3,2,1,0.8550663766467543
C01423,4.0,0.0,0.0,1.0,31.0,0.25,0.0,0.25,999.0,64.0,0.03225806451612903,0.0,43,New,Bratislava,16,0,0,1,5,1,0.8812441173425674
C00673,3.0,0.0,0.0,3.0,15.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,999.0,6.0,0.2,0.0,29,New,Western Slovakia,35,1,1,1,4,0,0.7324346644037719
C00977,2.0,0.0,0.0,0.0,15.0,0.5,0.0,0.0,999.0,310.0,0.0,0.0,51,Regular,Czech Republic,1,1,1,1,7,1,0.8386496960800748
C00674,3.0,0.0,0.0,0.0,19.0,0.3333333333333333,0.3333333333333333,0.0,999.0,116.0,0.0,0.0,22,Regular,Central Slovakia,53,0,1,0,5,0,0.8575364193928388
C01671,2.0,0.0,0.0,1.0,8.0,0.5,0.0,0.0,999.0,275.0,0.125,0.0,37,New,Bratislava,65,0,0,1,3,0,0.9006497238844567
C00609,3.0,1.0,119.25,1.0,36.0,0.0,0.0,1.0,119.0,119.0,0.027777777777777776,1.0,18,Loyal,Central Slovakia,52,0,1,1,4,1,0.7980586510513965
C02135,2.0,0.0,0.0,0.0,10.0,0.5,0.5,0.5,999.0,253.0,0.0,0.0,28,Loyal,Western Slovakia,21,1,0,2,3,1,0.6413201419684268
C00282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,18,Regular,Czech Republic,63,0,1,1,2,0,0.8974732138834759
C01150,2.0,0.0,0.0,0.0,23.0,0.0,0.0,0.5,999.0,96.0,0.0,0.0,50,Regular,Western Slovakia,43,0,0,4,11,1,0.80015662793616
C00692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,35,New,Central Slovakia,11,0,1,4,10,1,0.847327008473694
C00588,2.0,0.0,0.0,3.0,25.0,0.0,0.5,1.0,999.0,129.0,0.12,0.0,28,New,Bratislava,48,0,0,2,7,1,0.8579392895823742
C02010,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,999.0,261.0,0.3333333333333333,0.0,46,New,Central Slovakia,8,0,1,1,6,1,0.8883953157501019
C01511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,39,At-Risk,Bratislava,41,0,1,2,3,1,0.9521672445380583
C00850,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,999.0,132.0,0.0,0.0,50,New,Bratislava,43,0,1,2,2,1,0.8895877287604266
C01164,1.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,999.0,135.0,0.0625,0.0,20,New,Central Slovakia,15,0,0,0,10,1,0.924494333313925
C00426,3.0,0.0,0.0,0.0,23.0,0.3333333333333333,0.0,0.0,999.0,43.0,0.0,0.0,34,Regular,Central Slovakia,34,0,1,0,6,1,0.8608310763597018
C00075,2.0,0.0,0.0,1.0,9.0,0.5,0.5,0.5,999.0,107.0,0.1111111111111111,0.0,40,New,Eastern Slovakia,19,0,1,1,7,1,0.859256476330368
C00510,3.0,1.0,243.66,2.0,14.0,0.3333333333333333,0.3333333333333333,0.0,103.0,103.0,0.14285714285714285,1.0,44,Regular,Central Slovakia,52,1,1,2,4,1,0.8062680406176124
C01000,2.0,0.0,0.0,1.0,9.0,0.0,0.5,1.0,999.0,77.0,0.1111111111111111,0.0,48,Regular,Western Slovakia,2,0,1,3,8,1,0.6967365625678965
C00882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,49,At-Risk,Eastern Slovakia,29,0,1,0,2,1,0.9658816148785772
C01714,3.0,0.0,0.0,0.0,8.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,999.0,126.0,0.0,0.0,37,New,Central Slovakia,54,0,1,2,6,1,0.7936883878189674
C00842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,38,At-Risk,Western Slovakia,5,0,1,1,5,1,0.9474056764695546
C01352,2.0,0.0,0.0,1.0,9.0,0.5,0.5,1.0,999.0,114.0,0.1111111111111111,0.0,45,New,Central Slovakia,41,0,1,0,1,1,0.8429423341416208
C01010,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,999.0,41.0,0.0,0.0,43,New,Bratislava,49,0,0,2,10,1,0.8996646446302262
C01741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,33,At-Risk,Eastern Slovakia,5,0,1,0,6,1,0.9634510057811885
C01015,3.0,1.0,414.59,2.0,13.0,0.3333333333333333,0.6666666666666666,0.0,171.0,171.0,0.15384615384615385,1.0,25,Regular,Bratislava,5,0,1,2,6,1,0.8501480942708219
C00870,1.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,999.0,61.0,0.25,0.0,37,New,Western Slovakia,35,0,0,1,7,1,0.8885983850673791
C00865,4.0,0.0,0.0,0.0,21.0,0.25,0.5,0.5,999.0,138.0,0.0,0.0,30,Regular,Western Slovakia,32,0,1,0,5,0,0.7838065057832078
C00707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,27,New,Western Slovakia,22,1,0,6,9,1,0.77714851365476
C00823,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,999.0,108.0,0.0,0.0,24,Loyal,Eastern Slovakia,31,1,0,2,6,0,0.7395664312218319
C01049,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,999.0,25.0,0.0,0.0,27,Regular,Bratislava,39,1,0,3,1,1,0.8388921333394372
C00773,2.0,2.0,396.36,3.0,19.0,0.0,0.0,0.0,39.0,39.0,0.15789473684210525,1.0,41,Regular,Bratislava,25,0,1,3,11,1,0.8595277263773098
C01138,2.0,0.0,0.0,0.0,10.0,0.0,0.5,1.0,999.0,231.0,0.0,0.0,38,At-Risk,Bratislava,38,1,1,0,4,1,0.9054754141099836
C00795,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,999.0,286.0,0.0,0.0,18,Loyal,Western Slovakia,68,0,1,0,1,0,0.7903841016204585
C01265,1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,999.0,177.0,0.0,0.0,37,At-Risk,Bratislava,68,0,0,3,1,1,0.9409389414254817
C01402,1.0,1.0,185.05,1.0,4.0,0.0,1.0,1.0,304.0,304.0,0.25,1.0,34,New,Eastern Slovakia,66,0,1,2,4,0,0.8931344032666195
C01746,4.0,0.0,0.0,4.0,26.0,0.5,0.25,0.0,999.0,17.0,0.15384615384615385,0.0,29,New,Western Slovakia,35,0,0,3,10,1,0.7665161283118429
C02005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,21,Loyal,Central Slovakia,44,0,1,4,9,1,0.6891062299503492
C00152,2.0,2.0,639.18,2.0,9.0,0.0,0.5,0.5,266.0,191.0,0.2222222222222222,1.0,26,Loyal,Czech Republic,34,0,0,1,6,0,0.7637247338329797
C00035,2.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,999.0,174.0,0.0,0.0,45,New,Eastern Slovakia,60,0,1,4,4,1,0.8863756523600959
C00402,3.0,0.0,0.0,0.0,19.0,0.3333333333333333,0.3333333333333333,0.0,999.0,96.0,0.0,0.0,40,Regular,Eastern Slovakia,7,1,1,2,11,1,0.7770487049231538
C01737,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,999.0,191.0,0.0,0.0,22,New,Central Slovakia,44,0,1,3,1,1,0.8897739603364352
C00327,3.0,0.0,0.0,0.0,31.0,0.0,0.0,0.6666666666666666,999.0,94.0,0.0,0.0,19,Loyal,Western Slovakia,5,1,1,7,12,0,0.3993155002450111
C00052,2.0,1.0,258.98,2.0,17.0,0.0,1.0,1.0,278.0,1.0,0.11764705882352941,1.0,46,Loyal,Western Slovakia,22,0,1,0,3,1,0.7363945258819251
C01302,2.0,0.0,0.0,1.0,10.0,0.0,1.0,1.0,999.0,254.0,0.1,0.0,18,Regular,Western Slovakia,50,0,0,0,6,1,0.8275345393001323
C01900,2.0,0.0,0.0,0.0,11.0,0.0,1.0,1.0,999.0,246.0,0.0,0.0,25,Regular,Central Slovakia,29,1,1,4,1,0,0.6946414261827952
C00175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,23,At-Risk,Bratislava,62,0,0,0,3,1,0.9693934192069449
C01476,4.0,2.0,821.13,1.0,44.0,0.5,0.0,0.0,14.0,14.0,0.022727272727272728,1.0,36,Loyal,Bratislava,38,0,1,4,4,1,0.7542318956449023
C00414,4.0,0.0,0.0,0.0,22.0,0.25,0.25,0.0,999.0,104.0,0.0,0.0,47,New,Eastern Slovakia,46,0,0,0,4,0,0.9019211618678492
C01105,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,999.0,151.0,0.0,0.0,25,Regular,Central Slovakia,31,0,0,3,7,1,0.8820144962925138
C00226,2.0,0.0,0.0,0.0,17.0,0.0,0.5,0.0,999.0,63.0,0.0,0.0,41,New,Bratislava,51,0,0,7,18,1,0.7993957855576167
C00390,3.0,0.0,0.0,0.0,9.0,0.6666666666666666,0.3333333333333333,0.0,999.0,112.0,0.0,0.0,21,New,Bratislava,22,1,1,1,7,1,0.7974698344305458
C00341,7.0,3.0,745.26,5.0,44.0,0.42857142857142855,0.14285714285714285,0.14285714285714285,100.0,1.0,0.11363636363636363,1.0,18,Loyal,Western Slovakia,37,0,1,7,7,0,0.32007279520066995
C01367,3.0,1.0,105.31,3.0,26.0,0.0,0.3333333333333333,1.0,62.0,62.0,0.11538461538461539,1.0,24,Regular,Western Slovakia,22,0,1,5,27,0,0.656410839935281
C01108,3.0,0.0,0.0,0.0,18.0,0.0,0.3333333333333333,0.0,999.0,83.0,0.0,0.0,28,Regular,Western Slovakia,33,1,1,3,4,0,0.7228935941417154
C01912,1.0,1.0,243.8,2.0,8.0,0.0,1.0,0.0,275.0,275.0,0.25,1.0,44,New,Central Slovakia,62,1,1,6,5,1,0.8167739690138391
C01337,2.0,0.0,0.0,0.0,9.0,0.5,0.0,0.0,999.0,59.0,0.0,0.0,44,Regular,Eastern Slovakia,23,0,0,4,2,1,0.8548735510346703
C01822,1.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,999.0,144.0,0.0,0.0,47,Regular,Bratislava,63,0,0,3,4,1,0.884496422660743
C01092,3.0,0.0,0.0,1.0,29.0,0.0,0.6666666666666666,0.0,999.0,30.0,0.034482758620689655,0.0,38,Loyal,Central Slovakia,48,0,1,4,16,1,0.6224141675928306
C01695,4.0,1.0,181.96,2.0,22.0,0.75,0.25,0.75,113.0,38.0,0.09090909090909091,1.0,23,New,Central Slovakia,18,0,1,2,4,1,0.8347018961111943
C00378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,18,Regular,Western Slovakia,26,0,1,0,1,1,0.8888499718488089
C00476,2.0,1.0,284.25,1.0,6.0,0.5,0.5,0.0,151.0,151.0,0.16666666666666666,1.0,34,Loyal,Western Slovakia,59,0,1,5,7,1,0.6603584790999778
C01252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,56,Regular,Bratislava,70,1,0,0,3,0,0.8882457657473338
C01097,3.0,0.0,0.0,0.0,23.0,0.0,0.3333333333333333,0.0,999.0,174.0,0.0,0.0,57,Loyal,Czech Republic,1,0,1,15,21,0,0.30154670531325284
C00247,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,999.0,225.0,0.0,0.0,25,Regular,Western Slovakia,61,0,0,1,4,1,0.8868431103409508
C00178,3.0,0.0,0.0,0.0,13.0,0.0,0.6666666666666666,0.6666666666666666,999.0,20.0,0.0,0.0,40,Loyal,Western Slovakia,32,1,0,1,15,1,0.5237714801242879
C01335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,43,At-Risk,Bratislava,29,1,0,3,6,1,0.9361309939785947
C01305,2.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,999.0,76.0,0.0,0.0,35,New,Bratislava,42,0,0,3,11,0,0.847732364076447
C01191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,56,New,Western Slovakia,29,0,1,0,3,1,0.9034020998816553
C01271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,56,Regular,Eastern Slovakia,70,0,0,0,10,1,0.9120948060603814
C01227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,999.0,0.0,0.0,0.0,47,Loyal,Bratislava,14,1,1,7,2,0,0.5851130415268098
C01363,2.0,0.0,0.0,1.0,16.0,0.0,0.0,0.5,999.0,71.0,0.0625,0.0,18,Regular,Central Slovakia,1,0,1,0,2,0,0.8537447635432321
C02158,2.0,0.0,0.0,1.0,22.0,0.0,0.0,1.0,999.0,171.0,0.045454545454545456,0.0,28,Regular,Bratislava,57,1,1,0,3,1,0.7999346144465144
C00020,4.0,2.0,646.68,2.0,23.0,0.0,0.5,1.0,217.0,96.0,0.08695652173913043,1.0,37,Loyal,Bratislava,15,0,1,2,2,0,0.6040147192370815
C00043,2.0,1.0,146.2,3.0,19.0,0.0,0.0,0.5,38.0,38.0,0.15789473684210525,1.0,30,Regular,Czech Republic,12,1,0,2,2,1,0.8837738407904662
C01185,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,999.0,246.0,0.0,0.0,38,New,Bratislava,38,0,0,2,9,1,0.8497601146139812
C01270,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,999.0,177.0,0.0,0.0,45,Loyal,Bratislava,54,1,1,4,4,0,0.6727175346118395
