customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d,rfm_recency_days,rfm_frequency,rfm_monetary,rfm_segment,churn_probability,age_group,churn_risk_band,is_buyer
C00506,31,Loyal,Bratislava,desktop,35,1,1,2,6,,,,Prospect (no purchase),,26-35,,False
C00507,67,Loyal,Eastern Slovakia,desktop,19,0,0,2,3,,,,Prospect (no purchase),0.7615135334525747,56+,Medium,False
C00508,43,Loyal,Bratislava,tablet,51,0,1,3,6,150.0,2.0,561.97,Occasional Repeat,0.7482225057857358,36-45,Medium,True
C00509,31,Regular,Western Slovakia,mobile,41,1,1,1,2,,,,Prospect (no purchase),0.8153027215041682,26-35,High,False
C00510,44,Regular,Central Slovakia,mobile,52,1,1,2,4,468.0,1.0,243.66,One-off Lapsed,0.8062680406176124,36-45,High,True
C00511,19,Regular,Bratislava,desktop,67,0,1,0,3,,,,Prospect (no purchase),0.83916807651692,18-25,High,False
C00512,34,At-Risk,Bratislava,mobile,52,0,1,0,0,,,,Prospect (no purchase),0.9583994858390404,26-35,High,False
C00513,39,New,Western Slovakia,mobile,25,0,1,0,1,,,,Prospect (no purchase),,36-45,,False
C00514,37,Regular,Bratislava,desktop,15,0,1,1,1,,,,Prospect (no purchase),0.808631352840093,36-45,High,False
C00515,47,New,Bratislava,tablet,38,0,0,0,1,,,,Prospect (no purchase),,46-55,,False
C00516,42,At-Risk,Bratislava,mobile,32,0,0,1,0,,,,Prospect (no purchase),0.9683458193731662,36-45,High,False
C00517,46,Regular,Western Slovakia,desktop,23,0,1,1,14,,,,Prospect (no purchase),0.8427382260441502,46-55,High,False
C00518,30,Regular,Western Slovakia,mobile,58,0,1,0,6,167.0,1.0,125.72,One-off Lapsed,0.8739260636788379,26-35,High,True
C00519,49,Loyal,Bratislava,mobile,65,0,1,1,3,,,,Prospect (no purchase),0.7456279507095374,46-55,Medium,False
C00520,58,At-Risk,Central Slovakia,mobile,28,0,1,1,5,,,,Prospect (no purchase),0.9410370914938948,56+,High,False
C00521,26,New,Central Slovakia,mobile,49,1,0,0,2,,,,Prospect (no purchase),0.9040168398687,26-35,High,False
C00522,27,Loyal,Bratislava,mobile,70,0,1,3,11,,,,Prospect (no purchase),0.677164089941149,26-35,Medium,False
C00523,54,At-Risk,Western Slovakia,desktop,1,0,0,1,2,,,,Prospect (no purchase),0.9605069233264764,46-55,High,False
C00524,36,New,Eastern Slovakia,desktop,26,0,1,0,1,,,,Prospect (no purchase),0.9288262020942883,36-45,High,False
C00525,55,Loyal,Central Slovakia,mobile,53,0,0,2,11,553.0,2.0,395.24,Occasional Repeat,0.7254814418906869,46-55,Medium,True
C00526,33,Regular,Western Slovakia,mobile,36,0,0,2,8,,,,Prospect (no purchase),,26-35,,False
C00527,55,Regular,Western Slovakia,mobile,57,0,1,4,7,,,,Prospect (no purchase),0.7789375679207347,46-55,Medium,False
C00528,40,Regular,Bratislava,tablet,34,1,0,3,10,,,,Prospect (no purchase),0.7648227236301882,36-45,Medium,False
C00529,41,New,Eastern Slovakia,tablet,5,0,0,0,3,667.0,1.0,104.71,One-off Lapsed,0.9546595772358184,36-45,High,True
C00530,57,New,Czech Republic,mobile,31,0,1,1,2,,,,Prospect (no purchase),0.9167225316971686,56+,High,False
C00531,34,New,Czech Republic,mobile,29,0,1,7,2,,,,Prospect (no purchase),0.7431636106490586,26-35,Medium,False
C00532,27,New,Bratislava,mobile,61,0,0,0,4,,,,Prospect (no purchase),0.9305650493485776,26-35,High,False
C00533,33,Regular,Western Slovakia,desktop,11,0,0,1,4,,,,Prospect (no purchase),0.8339870155403005,26-35,High,False
C00534,43,Regular,Bratislava,mobile,12,0,1,2,8,,,,Prospect (no purchase),0.8349195512877768,36-45,High,False
C00535,19,New,Western Slovakia,mobile,11,0,0,3,2,,,,Prospect (no purchase),0.8910183183206146,18-25,High,False
C00536,46,Loyal,Western Slovakia,mobile,41,1,1,2,9,,,,Prospect (no purchase),,46-55,,False
C00537,32,Loyal,Central Slovakia,mobile,71,0,1,3,3,475.0,1.0,154.19,One-off Lapsed,0.7989749763069822,26-35,Medium,True
C00538,52,Regular,Bratislava,mobile,44,1,1,2,2,,,,Prospect (no purchase),0.8229637181831653,46-55,High,False
C00539,18,At-Risk,Czech Republic,mobile,58,0,0,1,2,,,,Prospect (no purchase),0.965000698575423,18-25,High,False
C00540,29,Regular,Bratislava,desktop,61,0,1,2,11,,,,Prospect (no purchase),0.8551830042223139,26-35,High,False
C00541,18,Loyal,Bratislava,mobile,43,1,0,3,6,,,,Prospect (no purchase),0.7226821675115883,18-25,Medium,False
C00542,28,New,Eastern Slovakia,mobile,44,0,1,2,12,475.0,1.0,79.62,One-off Lapsed,0.9413410213476666,26-35,High,True
C00543,41,Loyal,Central Slovakia,mobile,18,0,1,2,3,,,,Prospect (no purchase),0.6696435038737366,36-45,Medium,False
C00544,36,At-Risk,Western Slovakia,mobile,69,0,1,0,2,,,,Prospect (no purchase),0.9541703997506816,36-45,High,False
C00545,35,Loyal,Central Slovakia,desktop,56,0,1,1,13,,,,Prospect (no purchase),0.6144481503728827,26-35,Medium,False
C00546,36,Regular,Bratislava,tablet,62,0,0,2,4,,,,Prospect (no purchase),0.8896196552797072,36-45,High,False
C00547,40,Regular,Bratislava,mobile,70,0,0,1,1,,,,Prospect (no purchase),0.8786287950031664,36-45,High,False
C00548,26,Regular,Western Slovakia,desktop,25,1,1,3,12,,,,Prospect (no purchase),,26-35,,False
C00549,46,Regular,Western Slovakia,desktop,11,0,0,3,6,330.0,2.0,460.35,Occasional Repeat,0.818278184491618,46-55,High,True
C00550,46,Loyal,Central Slovakia,desktop,62,1,0,2,5,,,,Prospect (no purchase),0.636375068099755,46-55,Medium,False
C00551,43,At-Risk,Bratislava,mobile,34,0,0,0,6,,,,Prospect (no purchase),0.9666671663032548,36-45,High,False
C00552,45,Regular,Central Slovakia,mobile,69,0,1,5,13,628.0,1.0,136.29,One-off Lapsed,0.7615741003656209,36-45,Medium,True
C00553,42,New,Eastern Slovakia,mobile,50,0,1,1,6,,,,Prospect (no purchase),,36-45,,False
C00554,62,Regular,Bratislava,tablet,19,1,0,3,2,,,,Prospect (no purchase),,56+,,False
C00555,37,New,Bratislava,desktop,26,0,1,1,4,,,,Prospect (no purchase),0.8612425598139875,36-45,High,False
C00556,34,New,Western Slovakia,mobile,44,1,1,1,7,400.0,1.0,180.11,One-off Lapsed,0.8211871406169535,26-35,High,True
C00557,29,Regular,Eastern Slovakia,mobile,28,1,1,0,1,,,,Prospect (no purchase),,26-35,,False
C00558,26,Loyal,Central Slovakia,mobile,21,0,1,5,1,,,,Prospect (no purchase),0.7058270907422025,26-35,Medium,False
C00559,23,New,Central Slovakia,mobile,15,1,1,3,5,,,,Prospect (no purchase),0.8355772681348135,18-25,High,False
C00560,27,New,Western Slovakia,desktop,47,1,0,7,11,,,,Prospect (no purchase),0.3703582648444761,26-35,Low,False
C00561,37,New,Bratislava,mobile,3,0,0,0,0,,,,Prospect (no purchase),0.940683877358544,36-45,High,False
C00562,42,Loyal,Central Slovakia,desktop,7,1,1,4,6,540.0,3.0,641.35,Champions,,36-45,,True
C00563,39,Loyal,Bratislava,desktop,4,1,0,5,3,47.0,3.0,1420.15,Champions,0.5407707189495662,36-45,Low,True
C00564,29,New,Eastern Slovakia,desktop,53,0,1,1,12,,,,Prospect (no purchase),,26-35,,False
C00565,49,New,Bratislava,desktop,3,0,1,1,5,,,,Prospect (no purchase),0.9081316491382304,46-55,High,False
C00566,47,Regular,Bratislava,mobile,30,1,0,1,1,,,,Prospect (no purchase),,46-55,,False
C00567,36,New,Western Slovakia,desktop,9,0,0,1,6,17.0,1.0,174.92,Recent Buyers,0.8676596476996868,36-45,High,True
C00568,30,Regular,Western Slovakia,desktop,42,0,0,0,2,,,,Prospect (no purchase),,26-35,,False
C00569,45,Regular,Central Slovakia,mobile,3,0,1,0,2,,,,Prospect (no purchase),0.8958033849681408,36-45,High,False
C00570,40,At-Risk,Western Slovakia,mobile,2,1,1,1,14,,,,Prospect (no purchase),0.9114178511540234,36-45,High,False
C00571,21,New,Czech Republic,mobile,30,0,0,1,2,,,,Prospect (no purchase),0.9064986804272482,18-25,High,False
C00572,37,Regular,Eastern Slovakia,mobile,50,0,0,2,2,,,,Prospect (no purchase),0.91369491580133,36-45,High,False
C00573,41,New,Eastern Slovakia,mobile,8,0,1,0,3,,,,Prospect (no purchase),,36-45,,False
C00574,27,At-Risk,Central Slovakia,mobile,36,0,0,0,3,,,,Prospect (no purchase),0.967217525819151,26-35,High,False
C00575,40,At-Risk,Central Slovakia,desktop,58,0,0,0,0,,,,Prospect (no purchase),0.9482618672014812,36-45,High,False
C00576,21,Loyal,Central Slovakia,mobile,45,0,1,1,13,587.0,1.0,298.74,One-off Lapsed,0.7953996252248323,18-25,Medium,True
C00577,54,Regular,Western Slovakia,mobile,54,1,1,0,7,,,,Prospect (no purchase),0.8070787082189681,46-55,High,False
C00578,53,New,Western Slovakia,mobile,23,1,1,1,4,,,,Prospect (no purchase),,46-55,,False
C00579,35,Loyal,Central Slovakia,mobile,67,0,0,0,12,58.0,1.0,187.44,One-off Lapsed,0.8066226124455685,26-35,High,True
C00580,42,Loyal,Bratislava,tablet,11,1,1,1,6,51.0,3.0,1023.92,Champions,0.7149080952549456,36-45,Medium,True
C00581,18,New,Bratislava,mobile,43,0,0,0,3,,,,Prospect (no purchase),0.928389029839778,18-25,High,False
C00582,24,Regular,Eastern Slovakia,mobile,31,0,1,2,4,604.0,1.0,210.24,One-off Lapsed,0.9138335352977596,18-25,High,True
C00583,34,Regular,Bratislava,mobile,3,0,0,6,13,,,,Prospect (no purchase),0.7423922674711743,26-35,Medium,False
C00584,25,Loyal,Central Slovakia,mobile,68,1,1,3,3,,,,Prospect (no purchase),0.6917431829431194,18-25,Medium,False
C00585,47,Loyal,Central Slovakia,desktop,50,0,0,1,6,,,,Prospect (no purchase),,46-55,,False
C00586,62,Regular,Bratislava,desktop,17,0,1,0,6,,,,Prospect (no purchase),,56+,,False
C00587,24,Regular,Eastern Slovakia,mobile,4,0,0,2,10,,,,Prospect (no purchase),0.8937785541740635,18-25,High,False
C00588,28,New,Bratislava,desktop,48,0,0,2,7,,,,Prospect (no purchase),0.8579392895823742,26-35,High,False
C00589,41,Regular,Eastern Slovakia,mobile,39,1,1,3,7,,,,Prospect (no purchase),0.7733282711675417,36-45,Medium,False
C00590,57,New,Eastern Slovakia,desktop,4,0,0,0,4,,,,Prospect (no purchase),0.9394629646167724,56+,High,False
C00591,23,Loyal,Bratislava,mobile,71,1,1,1,7,,,,Prospect (no purchase),0.6278548549569007,18-25,Medium,False
C00592,41,Regular,Bratislava,mobile,51,0,0,0,5,,,,Prospect (no purchase),0.9165862817059672,36-45,High,False
C00593,60,Regular,Western Slovakia,desktop,33,1,1,1,2,,,,Prospect (no purchase),0.7338486276223466,56+,Medium,False
C00594,18,New,Western Slovakia,desktop,17,1,0,2,6,,,,Prospect (no purchase),0.860077592992069,18-25,High,False
C00595,23,New,Bratislava,mobile,20,0,0,0,3,,,,Prospect (no purchase),0.9360944297856686,18-25,High,False
C00596,33,Regular,Czech Republic,tablet,33,1,0,2,2,,,,Prospect (no purchase),0.8748108288954208,26-35,High,False
C00597,32,New,Bratislava,desktop,5,0,0,0,5,,,,Prospect (no purchase),,26-35,,False
C00598,48,New,Eastern Slovakia,mobile,27,0,1,2,13,,,,Prospect (no purchase),0.8499685711425978,46-55,High,False
C00599,41,Loyal,Bratislava,desktop,16,1,0,3,13,,,,Prospect (no purchase),,36-45,,False
C00600,18,Regular,Czech Republic,desktop,9,1,1,3,3,244.0,1.0,258.05,One-off Lapsed,0.8339377708867748,18-25,High,True
C00601,44,Regular,Bratislava,mobile,9,0,0,7,5,371.0,2.0,382.06,Occasional Repeat,0.7713551813682175,36-45,Medium,True
C00602,31,Regular,Western Slovakia,mobile,25,1,1,3,1,,,,Prospect (no purchase),0.7979707618895105,26-35,Medium,False
C00603,53,Loyal,Central Slovakia,desktop,28,0,1,1,13,,,,Prospect (no purchase),,46-55,,False
C00604,30,Regular,Bratislava,desktop,25,1,0,1,2,,,,Prospect (no purchase),,26-35,,False
C00605,30,Loyal,Eastern Slovakia,mobile,49,0,1,5,5,,,,Prospect (no purchase),0.6406319918380748,26-35,Medium,False
C00606,44,At-Risk,Bratislava,mobile,38,0,1,1,2,,,,Prospect (no purchase),0.943511881242243,36-45,High,False
C00607,47,Regular,Central Slovakia,mobile,14,1,1,0,2,,,,Prospect (no purchase),0.8580003493060997,46-55,High,False
C00608,43,Regular,Central Slovakia,desktop,70,0,0,6,1,675.0,1.0,137.53,One-off Lapsed,0.7533776590850638,36-45,Medium,True
C00609,18,Loyal,Central Slovakia,desktop,52,0,1,1,4,484.0,1.0,119.25,One-off Lapsed,0.7980586510513965,18-25,Medium,True
C00610,44,Regular,Bratislava,mobile,34,0,0,5,10,,,,Prospect (no purchase),0.8474122095410311,36-45,High,False
C00611,26,Regular,Bratislava,desktop,4,0,1,1,1,,,,Prospect (no purchase),0.82211194471786,26-35,High,False
C00612,41,Regular,Bratislava,desktop,65,0,1,1,2,,,,Prospect (no purchase),0.8911108083189494,36-45,High,False
C00613,21,Regular,Western Slovakia,mobile,53,0,1,2,7,,,,Prospect (no purchase),0.7971886782022628,18-25,Medium,False
C00614,43,New,Bratislava,mobile,33,0,1,0,2,,,,Prospect (no purchase),0.9214570477247492,36-45,High,False
C00615,28,Regular,Czech Republic,mobile,12,1,1,1,2,473.0,2.0,258.54999999999995,Occasional Repeat,0.769364059627651,26-35,Medium,True
C00616,23,New,Western Slovakia,mobile,8,0,1,2,5,,,,Prospect (no purchase),0.8502762313242085,18-25,High,False
C00617,47,Regular,Central Slovakia,mobile,21,0,0,1,1,,,,Prospect (no purchase),0.9087602307837296,46-55,High,False
C00618,41,Regular,Western Slovakia,desktop,17,1,0,1,4,,,,Prospect (no purchase),,36-45,,False
C00619,31,At-Risk,Bratislava,desktop,15,0,0,0,2,,,,Prospect (no purchase),0.9524308182623475,26-35,High,False
C00620,55,New,Western Slovakia,mobile,29,1,1,1,2,,,,Prospect (no purchase),0.8561259471228775,46-55,High,False
C00621,33,Regular,Bratislava,desktop,4,0,0,0,1,,,,Prospect (no purchase),0.9260090123854636,26-35,High,False
C00622,38,Regular,Western Slovakia,desktop,24,1,1,1,3,,,,Prospect (no purchase),0.6897651840421076,36-45,Medium,False
C00623,41,New,Western Slovakia,mobile,62,1,0,1,4,143.0,1.0,255.6,One-off Lapsed,0.8438983936089098,36-45,High,True
C00624,31,New,Western Slovakia,mobile,62,1,0,5,6,,,,Prospect (no purchase),0.7997136166031776,26-35,Medium,False
C00625,44,New,Czech Republic,desktop,1,0,0,0,1,248.0,1.0,208.49,One-off Lapsed,0.9068473856165982,36-45,High,True
C00626,32,New,Bratislava,desktop,49,1,1,0,3,,,,Prospect (no purchase),0.8356922557657486,26-35,High,False
C00627,33,New,Western Slovakia,mobile,71,1,1,3,14,,,,Prospect (no purchase),,26-35,,False
C00628,54,Regular,Bratislava,desktop,42,1,0,3,11,,,,Prospect (no purchase),0.8234759041856216,46-55,High,False
C00629,26,Regular,Western Slovakia,desktop,28,1,0,3,7,,,,Prospect (no purchase),0.7489722424000699,26-35,Medium,False
C00630,18,New,Central Slovakia,desktop,35,0,0,0,0,,,,Prospect (no purchase),,18-25,,False
C00631,57,New,Bratislava,desktop,16,0,0,1,3,,,,Prospect (no purchase),0.8809541924741368,56+,High,False
C00632,69,New,Central Slovakia,mobile,29,0,0,0,2,,,,Prospect (no purchase),0.922098356323535,56+,High,False
C00633,33,Regular,Western Slovakia,mobile,67,1,0,1,9,430.0,1.0,131.53,One-off Lapsed,0.8402846399760792,26-35,High,True
C00634,18,Regular,Bratislava,mobile,44,1,1,4,13,,,,Prospect (no purchase),0.67244238545603,18-25,Medium,False
C00635,34,Regular,Czech Republic,tablet,31,0,1,3,4,,,,Prospect (no purchase),0.835362218941338,26-35,High,False
C00636,35,New,Western Slovakia,desktop,9,0,0,2,2,,,,Prospect (no purchase),0.9058424667748636,26-35,High,False
C00637,36,New,Eastern Slovakia,desktop,65,1,0,1,2,268.0,1.0,167.73,One-off Lapsed,0.8520880897025113,36-45,High,True
C00638,25,At-Risk,Western Slovakia,mobile,12,0,1,1,1,,,,Prospect (no purchase),,18-25,,False
C00639,45,New,Czech Republic,mobile,52,0,1,1,4,,,,Prospect (no purchase),0.912055294050082,36-45,High,False
C00640,44,New,Bratislava,mobile,22,0,1,0,8,546.0,1.0,237.37,One-off Lapsed,,36-45,,True
C00641,20,New,Western Slovakia,mobile,20,0,0,0,3,,,,Prospect (no purchase),0.9228250562250788,18-25,High,False
C00642,46,At-Risk,Eastern Slovakia,mobile,13,0,0,1,4,,,,Prospect (no purchase),0.9613894516898432,46-55,High,False
C00643,63,Regular,Western Slovakia,desktop,27,0,1,1,3,,,,Prospect (no purchase),0.8697843747501742,56+,High,False
C00644,40,Regular,Western Slovakia,mobile,49,1,1,1,3,,,,Prospect (no purchase),,36-45,,False
C00645,34,At-Risk,Czech Republic,desktop,30,0,0,3,7,,,,Prospect (no purchase),0.9289371752508022,26-35,High,False
C00646,36,New,Central Slovakia,tablet,2,0,1,1,4,,,,Prospect (no purchase),0.902759528136918,36-45,High,False
C00647,45,At-Risk,Central Slovakia,desktop,19,0,1,4,4,,,,Prospect (no purchase),0.9171950443024416,36-45,High,False
C00648,18,New,Central Slovakia,mobile,12,1,1,2,1,,,,Prospect (no purchase),0.8151817631381152,18-25,High,False
C00649,40,Regular,Eastern Slovakia,desktop,29,1,1,2,3,,,,Prospect (no purchase),,36-45,,False
C00650,33,Regular,Eastern Slovakia,desktop,65,1,0,3,20,390.0,1.0,173.72,One-off Lapsed,,26-35,,True
C00651,60,Regular,Central Slovakia,mobile,69,0,1,0,1,,,,Prospect (no purchase),0.8957980441387754,56+,High,False
C00652,36,At-Risk,Bratislava,desktop,71,0,0,3,7,,,,Prospect (no purchase),0.9518622994736182,36-45,High,False
C00653,58,New,Bratislava,desktop,8,0,0,0,2,,,,Prospect (no purchase),0.9375471657256504,56+,High,False
C00654,25,At-Risk,Central Slovakia,mobile,35,0,1,0,1,,,,Prospect (no purchase),0.9605483170574036,18-25,High,False
C00655,45,Regular,Eastern Slovakia,mobile,4,0,0,0,3,,,,Prospect (no purchase),,36-45,,False
C00656,42,Regular,Western Slovakia,mobile,36,0,1,2,1,,,,Prospect (no purchase),0.8452356720644685,36-45,High,False
C00657,28,At-Risk,Bratislava,mobile,41,0,0,4,9,,,,Prospect (no purchase),,26-35,,False
C00658,40,New,Bratislava,desktop,55,0,1,2,4,459.0,1.0,132.22,One-off Lapsed,,36-45,,True
C00659,53,At-Risk,Western Slovakia,mobile,24,0,0,1,2,,,,Prospect (no purchase),0.9427006852470275,46-55,High,False
C00660,34,Regular,Eastern Slovakia,mobile,3,0,1,3,5,,,,Prospect (no purchase),,26-35,,False
C00661,18,Loyal,Bratislava,mobile,33,0,0,1,5,,,,Prospect (no purchase),,18-25,,False
C00662,38,New,Central Slovakia,mobile,31,0,1,2,3,566.0,1.0,142.77,One-off Lapsed,0.9114829679241914,36-45,High,True
C00663,27,Regular,Eastern Slovakia,mobile,45,1,1,1,17,40.0,1.0,230.12,One-off Lapsed,0.7800324000918734,26-35,Medium,True
C00664,34,Regular,Czech Republic,desktop,8,1,1,1,8,642.0,1.0,220.46,One-off Lapsed,0.8007986670360877,26-35,High,True
C00665,37,Regular,Bratislava,mobile,44,1,1,2,9,,,,Prospect (no purchase),0.8061871617265949,36-45,High,False
C00666,18,New,Czech Republic,mobile,29,0,1,0,4,,,,Prospect (no purchase),0.9230912823905342,18-25,High,False
C00667,19,New,Central Slovakia,desktop,53,0,1,0,2,,,,Prospect (no purchase),0.8657391535348814,18-25,High,False
C00668,44,Loyal,Eastern Slovakia,tablet,70,1,1,7,10,,,,Prospect (no purchase),0.5205191269760926,36-45,Low,False
C00669,32,New,Bratislava,mobile,17,0,1,1,2,,,,Prospect (no purchase),0.905823250181076,26-35,High,False
C00670,18,Loyal,Western Slovakia,mobile,54,0,1,1,6,,,,Prospect (no purchase),0.7527455967068574,18-25,Medium,False
C00671,47,At-Risk,Central Slovakia,mobile,10,0,0,0,2,,,,Prospect (no purchase),0.968413455075064,46-55,High,False
C00672,41,New,Western Slovakia,mobile,70,0,0,2,11,684.0,1.0,183.37,One-off Lapsed,0.8634503073303356,36-45,High,True
C00673,29,New,Western Slovakia,mobile,35,1,1,1,4,307.0,1.0,243.49,One-off Lapsed,0.7324346644037719,26-35,Medium,True
C00674,22,Regular,Central Slovakia,tablet,53,0,1,0,5,305.0,1.0,97.9,One-off Lapsed,0.8575364193928388,18-25,High,True
C00675,48,New,Central Slovakia,desktop,56,0,1,1,1,,,,Prospect (no purchase),,46-55,,False
C00676,42,Regular,Bratislava,mobile,44,0,0,1,8,,,,Prospect (no purchase),0.9102595357824826,36-45,High,False
C00677,67,Loyal,Western Slovakia,tablet,28,0,0,1,14,591.0,1.0,311.89,One-off Lapsed,0.7614481902573845,56+,Medium,True
C00678,43,Regular,Bratislava,mobile,54,1,1,5,13,108.0,2.0,583.7,Occasional Repeat,0.6814306950365011,36-45,Medium,True
C00679,43,Regular,Czech Republic,mobile,34,0,0,1,25,,,,Prospect (no purchase),,36-45,,False
C00680,36,Loyal,Czech Republic,mobile,47,1,0,4,4,,,,Prospect (no purchase),,36-45,,False
C00681,48,Regular,Bratislava,mobile,44,0,0,1,11,,,,Prospect (no purchase),0.8837847845395408,46-55,High,False
C00682,46,New,Bratislava,desktop,33,0,0,0,3,,,,Prospect (no purchase),,46-55,,False
C00683,53,Regular,Bratislava,mobile,9,1,0,0,4,,,,Prospect (no purchase),0.8905436497777429,46-55,High,False
C00684,32,At-Risk,Western Slovakia,desktop,21,1,0,4,1,,,,Prospect (no purchase),0.9229488081545634,26-35,High,False
C00685,33,Regular,Eastern Slovakia,mobile,67,0,0,4,17,599.0,1.0,150.19,One-off Lapsed,,26-35,,True
C00686,32,Regular,Western Slovakia,desktop,37,0,1,3,16,,,,Prospect (no purchase),0.7323180219009837,26-35,Medium,False
C00687,47,Regular,Bratislava,desktop,46,0,1,0,1,4.0,1.0,139.11,Recent Buyers,0.9056117140249472,46-55,High,True
C00688,56,New,Bratislava,mobile,19,0,1,0,3,,,,Prospect (no purchase),0.920323305686796,56+,High,False
C00689,32,New,Bratislava,mobile,51,1,1,1,3,,,,Prospect (no purchase),0.8595959805726052,26-35,High,False
C00690,33,New,Eastern Slovakia,desktop,35,1,0,3,8,,,,Prospect (no purchase),,26-35,,False
C00691,42,At-Risk,Central Slovakia,mobile,16,0,0,0,0,,,,Prospect (no purchase),,36-45,,False
C00692,35,New,Central Slovakia,mobile,11,0,1,4,10,,,,Prospect (no purchase),0.847327008473694,26-35,High,False
C00693,49,Loyal,Western Slovakia,desktop,29,0,1,0,4,581.0,1.0,225.03,One-off Lapsed,,46-55,,True
C00694,18,New,Czech Republic,mobile,41,0,1,3,14,,,,Prospect (no purchase),,18-25,,False
C00695,28,New,Western Slovakia,mobile,20,0,0,1,4,106.0,1.0,222.33,One-off Lapsed,0.9116158432265854,26-35,High,True
C00696,29,Regular,Eastern Slovakia,mobile,18,0,0,1,1,,,,Prospect (no purchase),,26-35,,False
C00697,18,Regular,Eastern Slovakia,mobile,20,1,1,2,2,,,,Prospect (no purchase),,18-25,,False
C00698,26,Loyal,Western Slovakia,mobile,21,1,1,2,6,5.0,1.0,236.33,Recent Buyers,0.6076105814581684,26-35,Medium,True
C00699,27,At-Risk,Eastern Slovakia,mobile,53,1,0,0,3,,,,Prospect (no purchase),0.9600793618116882,26-35,High,False
C00700,36,Loyal,Bratislava,mobile,36,1,1,8,17,237.0,2.0,470.4,Occasional Repeat,0.4646331970975667,36-45,Low,True
C00701,51,New,Central Slovakia,mobile,34,0,0,0,3,,,,Prospect (no purchase),0.9279408823643484,46-55,High,False
C00702,35,Loyal,Bratislava,mobile,12,1,1,2,24,45.0,2.0,1007.16,Occasional Repeat,0.6085532701949431,26-35,Medium,True
C00703,26,New,Western Slovakia,tablet,39,0,1,1,8,,,,Prospect (no purchase),,26-35,,False
C00704,37,At-Risk,Bratislava,mobile,69,1,0,0,10,49.0,1.0,407.88,One-off Lapsed,0.9129038333531484,36-45,High,True
C00705,51,Regular,Bratislava,mobile,53,0,1,0,5,,,,Prospect (no purchase),0.8701061307866412,46-55,High,False
C00706,26,Regular,Bratislava,mobile,32,0,0,2,1,,,,Prospect (no purchase),0.9056572035859716,26-35,High,False
C00707,27,New,Western Slovakia,desktop,22,1,0,6,9,,,,Prospect (no purchase),0.77714851365476,26-35,Medium,False
C00708,45,New,Central Slovakia,mobile,26,0,1,1,7,,,,Prospect (no purchase),,36-45,,False
C00709,35,New,Western Slovakia,mobile,2,1,0,0,9,,,,Prospect (no purchase),,26-35,,False
C00710,46,At-Risk,Western Slovakia,desktop,3,1,0,8,2,346.0,1.0,258.11,One-off Lapsed,0.8103813406594356,46-55,High,True
C00711,38,Loyal,Czech Republic,mobile,56,1,0,4,15,246.0,3.0,544.1600000000001,Champions,0.585469149237545,36-45,Low,True
C00712,46,At-Risk,Czech Republic,desktop,60,0,1,3,1,,,,Prospect (no purchase),0.9206051577101796,46-55,High,False
C00713,26,New,Bratislava,desktop,69,1,0,3,10,310.0,1.0,275.33,One-off Lapsed,0.7598683350614115,26-35,Medium,True
C00714,38,Regular,Western Slovakia,desktop,45,0,1,0,7,,,,Prospect (no purchase),0.8722404627628215,36-45,High,False
C00715,35,New,Central Slovakia,mobile,66,1,0,1,3,,,,Prospect (no purchase),0.9255597972477116,26-35,High,False
C00716,23,Regular,Eastern Slovakia,mobile,30,0,0,2,4,,,,Prospect (no purchase),,18-25,,False
C00717,19,Regular,Western Slovakia,mobile,19,0,1,0,3,,,,Prospect (no purchase),0.8547862277632989,18-25,High,False
C00718,46,New,Eastern Slovakia,desktop,18,0,0,0,2,,,,Prospect (no purchase),0.8939340523920312,46-55,High,False
C00719,34,Regular,Bratislava,desktop,17,0,0,2,3,,,,Prospect (no purchase),0.8668187340743122,26-35,High,False
C00720,26,New,Western Slovakia,tablet,53,1,0,4,6,,,,Prospect (no purchase),0.7545432985611017,26-35,Medium,False
C00721,37,Regular,Central Slovakia,mobile,1,0,1,0,4,247.0,1.0,88.85,One-off Lapsed,0.88950586220125,36-45,High,True
C00722,52,Regular,Central Slovakia,desktop,68,0,0,3,31,262.0,2.0,504.61,Occasional Repeat,0.724556162257638,46-55,Medium,True
C00723,18,New,Eastern Slovakia,mobile,56,0,0,1,2,23.0,1.0,155.77,One-off Lapsed,0.920834984092694,18-25,High,True
C00724,20,At-Risk,Bratislava,desktop,28,0,1,0,1,,,,Prospect (no purchase),0.9643312180528428,18-25,High,False
C00725,27,Regular,Bratislava,mobile,50,1,1,2,2,,,,Prospect (no purchase),,26-35,,False
C00726,56,Loyal,Bratislava,mobile,10,1,0,4,14,233.0,1.0,302.64,One-off Lapsed,0.4733756944829511,56+,Low,True
C00727,41,Regular,Bratislava,mobile,31,0,0,6,29,,,,Prospect (no purchase),0.7158959619588603,36-45,Medium,False
C00728,47,Loyal,Bratislava,tablet,8,1,1,1,13,,,,Prospect (no purchase),0.6917504125464743,46-55,Medium,False
C00729,24,Loyal,Western Slovakia,mobile,8,0,0,3,5,,,,Prospect (no purchase),0.7184877088756165,18-25,Medium,False
C00730,25,Loyal,Central Slovakia,mobile,1,0,1,0,1,,,,Prospect (no purchase),0.7087972843506052,18-25,Medium,False
C00731,43,Regular,Central Slovakia,mobile,57,0,0,0,2,58.0,2.0,379.12,Occasional Repeat,0.9154070356714432,36-45,High,True
