interaction_id,campaign_id,customer_id,channel_id,date_key,device_type,impressions,clicks,conversions,revenue,spend,responded
INT-001512,CMP-070,C01955,5,20240628,desktop,7,0,0,0.0,9.71,0
INT-001513,CMP-070,C01331,5,20240628,mobile,9,0,0,0.0,12.49,0
INT-001514,CMP-070,C01661,5,20240628,mobile,14,1,0,0.0,19.43,0
INT-001515,CMP-070,C00024,5,20240628,desktop,10,1,0,0.0,13.88,0
INT-001516,CMP-070,C00801,5,20240628,mobile,9,0,0,0.0,12.49,0
INT-001517,CMP-070,C00770,5,20240628,mobile,10,0,1,210.3,13.88,1
INT-001518,CMP-070,C01484,5,20240628,desktop,13,0,0,0.0,18.04,0
INT-001519,CMP-070,C02118,5,20240628,mobile,9,0,0,0.0,12.49,0
INT-001520,CMP-070,C02050,5,20240628,mobile,8,0,0,0.0,11.1,0
INT-001521,CMP-070,C00041,5,20240628,desktop,15,0,0,0.0,20.81,0
INT-001522,CMP-070,C01295,5,20240628,mobile,10,0,0,0.0,13.88,0
INT-001523,CMP-070,C00856,5,20240628,desktop,16,0,0,0.0,22.2,0
INT-001524,CMP-070,C01583,5,20240628,tablet,12,0,2,820.04,16.65,1
INT-001525,CMP-070,C00836,5,20240628,desktop,13,0,0,0.0,18.04,0
INT-001526,CMP-070,C00121,5,20240628,mobile,13,0,0,0.0,18.04,0
INT-001527,CMP-070,C01989,5,20240628,mobile,7,0,0,0.0,9.71,0
INT-001528,CMP-070,C02170,5,20240629,desktop,7,0,0,0.0,9.71,0
INT-001529,CMP-070,C00070,5,20240629,mobile,13,0,0,0.0,18.04,0
INT-001530,CMP-070,C01326,5,20240629,desktop,9,0,1,209.6,12.49,1
INT-001531,CMP-070,C00794,5,20240629,mobile,14,0,1,307.09,19.43,1
INT-001532,CMP-070,C01269,5,20240629,tablet,14,0,0,0.0,19.43,0
INT-001533,CMP-070,C00702,5,20240629,mobile,13,0,0,0.0,18.04,0
INT-001534,CMP-070,C01108,5,20240629,tablet,14,0,0,0.0,19.43,0
INT-001535,CMP-070,C01971,5,20240629,tablet,4,0,0,0.0,5.55,0
INT-001536,CMP-070,C00994,5,20240629,desktop,14,0,0,0.0,19.43,0
INT-001537,CMP-070,C01956,5,20240629,mobile,11,0,1,312.73,15.26,1
INT-001538,CMP-070,C01386,5,20240629,desktop,12,0,0,0.0,16.65,0
INT-001539,CMP-070,C00839,5,20240629,mobile,8,0,0,0.0,11.1,0
INT-001540,CMP-070,C00044,5,20240629,desktop,7,0,0,0.0,9.71,0
INT-001541,CMP-070,C00106,5,20240629,mobile,10,0,1,467.13,13.88,1
INT-001542,CMP-070,C00742,5,20240629,mobile,13,0,0,0.0,18.04,0
INT-001543,CMP-070,C01488,5,20240629,mobile,14,0,2,847.63,19.43,1
INT-001544,CMP-070,C01160,5,20240629,mobile,13,0,0,0.0,18.04,0
INT-001545,CMP-070,C00040,5,20240629,desktop,16,1,0,0.0,22.2,0
INT-001546,CMP-070,C01795,5,20240629,desktop,11,0,0,0.0,15.26,0
INT-001547,CMP-070,C01826,5,20240629,mobile,7,0,0,0.0,9.71,0
INT-001548,CMP-070,C00197,5,20240630,mobile,8,1,0,0.0,11.1,0
INT-001549,CMP-070,C00985,5,20240630,mobile,12,0,0,0.0,16.65,0
INT-001550,CMP-070,C00786,5,20240630,mobile,8,0,1,583.23,11.1,1
INT-001551,CMP-070,C00220,5,20240630,desktop,14,0,0,0.0,19.43,0
INT-001552,CMP-070,C00135,5,20240630,mobile,13,0,0,0.0,18.04,0
INT-001553,CMP-070,C00584,5,20240630,mobile,14,0,0,0.0,19.43,0
INT-001554,CMP-070,C01631,5,20240630,mobile,11,0,1,525.77,15.26,1
INT-001555,CMP-070,C00204,5,20240630,mobile,11,0,0,0.0,15.26,0
INT-001556,CMP-070,C01931,5,20240630,desktop,10,0,0,0.0,13.88,0
INT-001557,CMP-070,C02165,5,20240630,mobile,9,0,0,0.0,12.49,0
INT-001558,CMP-070,C01657,5,20240630,desktop,11,0,0,0.0,15.26,0
INT-001559,CMP-070,C00507,5,20240630,desktop,9,0,0,0.0,12.49,0
INT-001560,CMP-070,C01646,5,20240630,mobile,9,0,1,213.7,12.49,1
INT-001561,CMP-070,C00963,5,20240630,desktop,16,0,1,517.77,22.2,1
INT-001562,CMP-070,C00887,5,20240630,desktop,6,0,0,0.0,8.33,0
INT-001563,CMP-070,C01508,5,20240630,mobile,10,0,0,0.0,13.88,0
INT-001564,CMP-070,C01924,5,20240701,mobile,14,0,0,0.0,19.43,0
INT-001565,CMP-070,C00335,5,20240701,mobile,18,0,0,0.0,24.98,0
INT-001566,CMP-070,C00923,5,20240701,mobile,21,0,1,410.05,29.14,1
INT-001567,CMP-070,C00678,5,20240701,mobile,14,0,0,0.0,19.43,0
INT-001568,CMP-070,C01478,5,20240701,desktop,9,1,0,0.0,12.49,0
INT-001569,CMP-070,C02152,5,20240701,mobile,9,0,1,319.41,12.49,1
INT-001570,CMP-070,C01838,5,20240701,mobile,11,0,0,0.0,15.26,0
INT-001571,CMP-070,C01162,5,20240701,mobile,10,0,0,0.0,13.88,0
INT-001572,CMP-070,C00210,5,20240701,mobile,13,0,0,0.0,18.04,0
INT-001573,CMP-070,C01689,5,20240701,mobile,3,0,0,0.0,4.16,0
INT-001574,CMP-070,C00497,5,20240701,mobile,4,0,0,0.0,5.55,0
INT-001575,CMP-070,C00180,5,20240701,mobile,10,0,0,0.0,13.88,0
INT-001576,CMP-070,C02016,5,20240701,desktop,8,0,0,0.0,11.1,0
INT-001577,CMP-070,C01099,5,20240701,mobile,8,0,1,259.96,11.1,1
INT-001578,CMP-070,C01288,5,20240701,mobile,11,0,0,0.0,15.26,0
INT-001579,CMP-070,C00918,5,20240701,desktop,11,1,0,0.0,15.26,0
INT-001580,CMP-070,C00034,5,20240701,desktop,10,0,0,0.0,13.88,0
INT-001581,CMP-070,C01213,5,20240701,desktop,12,0,0,0.0,16.65,0
INT-001582,CMP-070,C01014,5,20240701,mobile,15,0,0,0.0,20.81,0
INT-001583,CMP-070,C01238,5,20240701,desktop,16,0,2,745.57,22.2,1
INT-001584,CMP-070,C01519,5,20240701,mobile,10,0,1,219.5,13.88,1
INT-001585,CMP-070,C00952,5,20240702,tablet,8,0,0,0.0,11.1,0
INT-001586,CMP-070,C00939,5,20240702,desktop,12,0,0,0.0,16.65,0
INT-001587,CMP-070,C01893,5,20240702,mobile,10,0,0,0.0,13.88,0
INT-001588,CMP-070,C01258,5,20240702,desktop,4,0,2,506.4,5.55,1
INT-001589,CMP-070,C00645,5,20240702,desktop,9,0,0,0.0,12.49,0
INT-001590,CMP-070,C00480,5,20240702,mobile,9,0,0,0.0,12.49,0
INT-001591,CMP-070,C00610,5,20240702,mobile,9,0,0,0.0,12.49,0
INT-001592,CMP-070,C00997,5,20240702,mobile,11,0,0,0.0,15.26,0
INT-001593,CMP-070,C01940,5,20240702,desktop,10,0,0,0.0,13.88,0
INT-001594,CMP-070,C01570,5,20240702,desktop,11,0,0,0.0,15.26,0
INT-001595,CMP-070,C00586,5,20240702,desktop,13,0,0,0.0,18.04,0
INT-001596,CMP-070,C00367,5,20240702,mobile,12,0,0,0.0,16.65,0
INT-001597,CMP-070,C01358,5,20240702,desktop,12,0,0,0.0,16.65,0
INT-001598,CMP-070,C00916,5,20240702,desktop,10,0,1,297.51,13.88,1
INT-001599,CMP-070,C01182,5,20240702,desktop,8,0,0,0.0,11.1,0
INT-001600,CMP-070,C00068,5,20240702,desktop,6,0,0,0.0,8.33,0
INT-001601,CMP-070,C01363,5,20240702,mobile,9,1,0,0.0,12.49,0
INT-001602,CMP-070,C00176,5,20240702,mobile,13,0,0,0.0,18.04,0
INT-001603,CMP-070,C00469,5,20240702,mobile,14,0,0,0.0,19.43,0
INT-001604,CMP-070,C00116,5,20240702,tablet,14,0,0,0.0,19.43,0
INT-001605,CMP-070,C01303,5,20240702,desktop,15,0,0,0.0,20.81,0
INT-001606,CMP-070,C01777,5,20240702,desktop,11,1,1,225.51,15.26,1
INT-001607,CMP-070,C01957,5,20240702,mobile,9,1,0,0.0,12.49,0
INT-001608,CMP-070,C00640,5,20240703,mobile,17,0,1,237.37,23.59,1
INT-001609,CMP-070,C01830,5,20240703,desktop,8,0,0,0.0,11.1,0
INT-001610,CMP-070,C00163,5,20240703,mobile,6,0,0,0.0,8.33,0
INT-001611,CMP-070,C00868,5,20240703,desktop,9,0,1,158.35,12.49,1
INT-001612,CMP-070,C02088,5,20240703,tablet,13,0,0,0.0,18.04,0
INT-001613,CMP-070,C01842,5,20240703,mobile,10,0,1,298.8,13.88,1
INT-001614,CMP-070,C00800,5,20240703,desktop,17,0,0,0.0,23.59,0
INT-001615,CMP-070,C00351,5,20240703,desktop,4,0,0,0.0,5.55,0
INT-001616,CMP-070,C01414,5,20240703,desktop,14,0,0,0.0,19.43,0
INT-001617,CMP-070,C01368,5,20240703,desktop,9,0,0,0.0,12.49,0
INT-001618,CMP-070,C00283,5,20240703,mobile,16,0,0,0.0,22.2,0
INT-001619,CMP-070,C01012,5,20240703,tablet,11,0,0,0.0,15.26,0
INT-001620,CMP-070,C00332,5,20240703,tablet,10,1,0,0.0,13.88,0
INT-001621,CMP-070,C01114,5,20240703,mobile,12,0,0,0.0,16.65,0
INT-001622,CMP-070,C01562,5,20240703,mobile,9,0,0,0.0,12.49,0
INT-001623,CMP-070,C00967,5,20240703,mobile,7,0,0,0.0,9.71,0
INT-001624,CMP-070,C00970,5,20240704,mobile,4,1,0,0.0,5.55,0
INT-001625,CMP-070,C02159,5,20240704,mobile,13,1,0,0.0,18.04,0
INT-001626,CMP-070,C00665,5,20240704,mobile,7,0,0,0.0,9.71,0
INT-001627,CMP-070,C00609,5,20240704,desktop,11,0,0,0.0,15.26,0
INT-001628,CMP-070,C01031,5,20240704,tablet,10,0,0,0.0,13.88,0
INT-001629,CMP-070,C01560,5,20240704,tablet,11,1,0,0.0,15.26,0
INT-001630,CMP-070,C00421,5,20240704,mobile,8,0,0,0.0,11.1,0
INT-001631,CMP-070,C01157,5,20240704,desktop,12,0,0,0.0,16.65,0
INT-001632,CMP-070,C00890,5,20240704,mobile,8,0,0,0.0,11.1,0
INT-001633,CMP-070,C00442,5,20240704,desktop,13,0,0,0.0,18.04,0
INT-001634,CMP-070,C00155,5,20240704,desktop,14,0,2,602.31,19.43,1
INT-001635,CMP-070,C00755,5,20240704,mobile,13,1,1,239.82,18.04,1
INT-001636,CMP-070,C00182,5,20240704,desktop,8,0,0,0.0,11.1,0
INT-001637,CMP-070,C02043,5,20240704,mobile,13,0,0,0.0,18.04,0
INT-001638,CMP-070,C01065,5,20240704,desktop,11,0,0,0.0,15.26,0
INT-001639,CMP-070,C00397,5,20240704,mobile,16,0,0,0.0,22.2,0
INT-001640,CMP-070,C00559,5,20240704,mobile,12,0,0,0.0,16.65,0
INT-001641,CMP-070,C01354,5,20240704,mobile,14,0,0,0.0,19.43,0
INT-001642,CMP-070,C02014,5,20240704,tablet,8,0,0,0.0,11.1,0
INT-001643,CMP-070,C00212,5,20240704,desktop,11,0,0,0.0,15.26,0
INT-001644,CMP-070,C01872,5,20240705,mobile,11,0,0,0.0,15.26,0
INT-001645,CMP-070,C00401,5,20240705,tablet,10,0,0,0.0,13.88,0
INT-001646,CMP-070,C02031,5,20240705,mobile,8,0,0,0.0,11.1,0
INT-001647,CMP-070,C01351,5,20240705,mobile,6,1,0,0.0,8.33,0
INT-001648,CMP-070,C01976,5,20240705,mobile,12,0,1,454.86,16.65,1
INT-001649,CMP-070,C00937,5,20240705,desktop,11,2,0,0.0,15.26,0
INT-001650,CMP-070,C00854,5,20240705,mobile,14,0,0,0.0,19.43,0
INT-001651,CMP-070,C01467,5,20240705,desktop,10,0,0,0.0,13.88,0
INT-001652,CMP-070,C01409,5,20240705,desktop,5,0,0,0.0,6.94,0
INT-001653,CMP-070,C01961,5,20240705,tablet,9,1,0,0.0,12.49,0
INT-001654,CMP-070,C02166,5,20240705,mobile,16,0,1,327.53,22.2,1
INT-001655,CMP-070,C01868,5,20240705,mobile,9,0,0,0.0,12.49,0
INT-001656,CMP-070,C01483,5,20240705,desktop,10,0,0,0.0,13.88,0
INT-001657,CMP-070,C00634,5,20240705,mobile,6,0,0,0.0,8.33,0
INT-001658,CMP-070,C01653,5,20240705,mobile,6,0,0,0.0,8.33,0
INT-001659,CMP-070,C01048,5,20240705,desktop,11,0,0,0.0,15.26,0
INT-001660,CMP-070,C00855,5,20240705,mobile,9,0,0,0.0,12.49,0
INT-001661,CMP-070,C00525,5,20240705,mobile,15,0,0,0.0,20.81,0
INT-001662,CMP-070,C00242,5,20240705,mobile,11,0,1,278.31,15.26,1
INT-001663,CMP-070,C00809,5,20240706,mobile,9,0,0,0.0,12.49,0
INT-001664,CMP-070,C00456,5,20240706,mobile,11,0,0,0.0,15.26,0
INT-001665,CMP-070,C01535,5,20240706,mobile,9,0,0,0.0,12.49,0
INT-001666,CMP-070,C00345,5,20240706,desktop,14,0,0,0.0,19.43,0
INT-001667,CMP-070,C01742,5,20240706,mobile,8,0,0,0.0,11.1,0
INT-001668,CMP-070,C01262,5,20240706,mobile,10,0,0,0.0,13.88,0
INT-001669,CMP-070,C01550,5,20240706,mobile,14,0,0,0.0,19.43,0
INT-001670,CMP-070,C00011,5,20240706,mobile,12,0,0,0.0,16.65,0
INT-001671,CMP-070,C00568,5,20240706,tablet,11,0,0,0.0,15.26,0
INT-001672,CMP-070,C00416,5,20240706,desktop,12,0,1,520.95,16.65,1
INT-001673,CMP-070,C00166,5,20240706,mobile,11,0,0,0.0,15.26,0
INT-001674,CMP-070,C01186,5,20240706,mobile,17,0,0,0.0,23.59,0
INT-001675,CMP-070,C02015,5,20240706,mobile,9,0,0,0.0,12.49,0
INT-001676,CMP-070,C00188,5,20240706,desktop,11,0,0,0.0,15.26,0
INT-001677,CMP-070,C01813,5,20240706,desktop,7,0,0,0.0,9.71,0
INT-001678,CMP-070,C00980,5,20240706,desktop,13,0,0,0.0,18.04,0
INT-001679,CMP-070,C00591,5,20240706,desktop,10,0,0,0.0,13.88,0
INT-001680,CMP-070,C00233,5,20240706,mobile,12,0,0,0.0,16.65,0
INT-001681,CMP-070,C00235,5,20240706,tablet,13,0,0,0.0,18.04,0
INT-001682,CMP-070,C01966,5,20240706,desktop,10,0,0,0.0,13.88,0
INT-001683,CMP-070,C00951,5,20240706,desktop,10,0,0,0.0,13.88,0
INT-001684,CMP-070,C01217,5,20240706,mobile,13,0,0,0.0,18.04,0
INT-001685,CMP-070,C01770,5,20240706,mobile,9,0,0,0.0,12.49,0
INT-001686,CMP-070,C01236,5,20240706,mobile,11,0,0,0.0,15.26,0
INT-001687,CMP-070,C00948,5,20240707,desktop,5,0,0,0.0,6.94,0
INT-001688,CMP-070,C00093,5,20240707,mobile,13,0,1,218.21,18.04,1
INT-001689,CMP-070,C01445,5,20240707,mobile,9,0,0,0.0,12.49,0
INT-001690,CMP-070,C01265,5,20240707,desktop,12,0,0,0.0,16.65,0
INT-001691,CMP-070,C01270,5,20240707,mobile,13,0,0,0.0,18.04,0
INT-001692,CMP-070,C00930,5,20240707,mobile,11,0,0,0.0,15.26,0
INT-001693,CMP-070,C00265,5,20240707,desktop,11,0,0,0.0,15.26,0
INT-001694,CMP-070,C01928,5,20240707,mobile,14,0,1,148.03,19.43,1
INT-001695,CMP-070,C01717,5,20240707,mobile,7,0,0,0.0,9.71,0
INT-001696,CMP-070,C01832,5,20240707,mobile,12,0,0,0.0,16.65,0
INT-001697,CMP-070,C00778,5,20240707,mobile,11,0,0,0.0,15.26,0
INT-001698,CMP-070,C01309,5,20240707,mobile,10,0,0,0.0,13.88,0
INT-001699,CMP-070,C01071,5,20240707,mobile,5,0,0,0.0,6.94,0
INT-001700,CMP-070,C01299,5,20240707,mobile,10,0,0,0.0,13.88,0
INT-001701,CMP-070,C01110,5,20240707,mobile,13,0,0,0.0,18.04,0
INT-001702,CMP-070,C00079,5,20240707,desktop,9,0,0,0.0,12.49,0
INT-001703,CMP-070,C01908,5,20240707,tablet,12,0,0,0.0,16.65,0
INT-001704,CMP-070,C00472,5,20240708,mobile,9,1,0,0.0,12.49,0
INT-001705,CMP-070,C00267,5,20240708,mobile,10,0,0,0.0,13.88,0
INT-001706,CMP-070,C02068,5,20240708,mobile,7,0,0,0.0,9.71,0
INT-001707,CMP-070,C01357,5,20240708,mobile,12,0,0,0.0,16.65,0
INT-001708,CMP-070,C00533,5,20240708,desktop,11,0,0,0.0,15.26,0
INT-001709,CMP-070,C00261,5,20240708,desktop,10,0,1,157.19,13.88,1
INT-001710,CMP-070,C01654,5,20240708,desktop,17,0,0,0.0,23.59,0
INT-001711,CMP-070,C00797,5,20240708,desktop,11,0,0,0.0,15.26,0
INT-001712,CMP-070,C00341,5,20240708,tablet,10,1,1,319.82,13.88,1
INT-001713,CMP-070,C00676,5,20240708,mobile,14,0,0,0.0,19.43,0
INT-001714,CMP-070,C01947,5,20240708,desktop,8,0,0,0.0,11.1,0
INT-001715,CMP-070,C00631,5,20240708,desktop,8,0,0,0.0,11.1,0
INT-001716,CMP-070,C02012,5,20240708,mobile,11,0,0,0.0,15.26,0
INT-001717,CMP-070,C00384,5,20240708,mobile,12,0,0,0.0,16.65,0
INT-001718,CMP-070,C01018,5,20240709,desktop,14,0,1,507.52,19.43,1
INT-001719,CMP-070,C01184,5,20240709,desktop,9,0,0,0.0,12.49,0
INT-001720,CMP-070,C00772,5,20240709,desktop,5,0,0,0.0,6.94,0
INT-001721,CMP-070,C00569,5,20240709,mobile,13,0,0,0.0,18.04,0
INT-001722,CMP-070,C01818,5,20240709,mobile,14,0,0,0.0,19.43,0
INT-001723,CMP-070,C01221,5,20240709,desktop,13,0,0,0.0,18.04,0
INT-001724,CMP-070,C01327,5,20240709,mobile,9,0,0,0.0,12.49,0
INT-001725,CMP-070,C00503,5,20240709,tablet,8,0,0,0.0,11.1,0
INT-001726,CMP-070,C01970,5,20240709,desktop,12,0,0,0.0,16.65,0
INT-001727,CMP-070,C01517,5,20240709,desktop,14,0,0,0.0,19.43,0
INT-001728,CMP-070,C01210,5,20240709,desktop,13,0,2,643.79,18.04,1
INT-001729,CMP-070,C00943,5,20240709,desktop,9,0,0,0.0,12.49,0
INT-001730,CMP-070,C01276,5,20240709,mobile,12,0,0,0.0,16.65,0
INT-001731,CMP-070,C01545,5,20240709,desktop,11,0,0,0.0,15.26,0
INT-001732,CMP-070,C00897,5,20240709,mobile,15,0,0,0.0,20.81,0
INT-001733,CMP-070,C00087,5,20240709,mobile,8,0,0,0.0,11.1,0
INT-001734,CMP-070,C01843,5,20240710,mobile,5,0,0,0.0,6.94,0
INT-001735,CMP-070,C00693,5,20240710,desktop,8,0,0,0.0,11.1,0
INT-001736,CMP-070,C01155,5,20240710,mobile,12,0,0,0.0,16.65,0
INT-001737,CMP-070,C01109,5,20240710,mobile,12,0,0,0.0,16.65,0
INT-001738,CMP-070,C01013,5,20240710,desktop,8,0,0,0.0,11.1,0
INT-001739,CMP-070,C02036,5,20240710,mobile,11,1,0,0.0,15.26,0
INT-001740,CMP-070,C00298,5,20240710,desktop,9,0,0,0.0,12.49,0
INT-001741,CMP-070,C00733,5,20240710,tablet,12,0,0,0.0,16.65,0
INT-001742,CMP-070,C01604,5,20240710,desktop,6,0,0,0.0,8.33,0
INT-001743,CMP-070,C01310,5,20240710,tablet,13,0,0,0.0,18.04,0
INT-001744,CMP-070,C00426,5,20240710,mobile,11,0,0,0.0,15.26,0
INT-001745,CMP-070,C01225,5,20240710,mobile,7,0,0,0.0,9.71,0
INT-001746,CMP-070,C02162,5,20240710,tablet,13,0,0,0.0,18.04,0
INT-001747,CMP-070,C01723,5,20240710,mobile,13,0,0,0.0,18.04,0
INT-001748,CMP-070,C01652,5,20240710,mobile,10,1,0,0.0,13.88,0
INT-001749,CMP-070,C02087,5,20240710,mobile,8,0,0,0.0,11.1,0
INT-001750,CMP-070,C01743,5,20240710,mobile,6,0,0,0.0,8.33,0
INT-001751,CMP-070,C02198,5,20240710,desktop,6,1,0,0.0,8.33,0
INT-001752,CMP-070,C00035,5,20240710,mobile,19,0,0,0.0,26.36,0
INT-001753,CMP-070,C01462,5,20240710,mobile,9,0,0,0.0,12.49,0
INT-001754,CMP-070,C01460,5,20240710,desktop,10,0,0,0.0,13.88,0
INT-001755,CMP-070,C01790,5,20240710,mobile,8,0,0,0.0,11.1,0
INT-001756,CMP-070,C01406,5,20240711,mobile,16,0,0,0.0,22.2,0
INT-001757,CMP-070,C00616,5,20240711,mobile,9,0,0,0.0,12.49,0
INT-001758,CMP-070,C01332,5,20240711,desktop,13,1,1,465.23,18.04,1
INT-001759,CMP-070,C01169,5,20240711,tablet,10,0,0,0.0,13.88,0
INT-001760,CMP-070,C00608,5,20240711,desktop,7,0,0,0.0,9.71,0
INT-001761,CMP-070,C01915,5,20240711,mobile,7,0,0,0.0,9.71,0
INT-001762,CMP-070,C00751,5,20240711,mobile,10,0,0,0.0,13.88,0
INT-001763,CMP-070,C01997,5,20240711,desktop,16,0,0,0.0,22.2,0
INT-001764,CMP-070,C01774,5,20240711,tablet,10,0,0,0.0,13.88,0
INT-001765,CMP-070,C01072,5,20240711,desktop,10,0,0,0.0,13.88,0
INT-001766,CMP-070,C02069,5,20240711,mobile,9,0,0,0.0,12.49,0
INT-001767,CMP-070,C01686,5,20240711,desktop,17,0,0,0.0,23.59,0
INT-001768,CMP-070,C00016,5,20240711,desktop,11,0,1,181.23,15.26,1
INT-001769,CMP-070,C00988,5,20240711,tablet,11,0,0,0.0,15.26,0
INT-001770,CMP-070,C02000,5,20240711,desktop,12,0,0,0.0,16.65,0
INT-001771,CMP-070,C01780,5,20240711,desktop,8,0,0,0.0,11.1,0
INT-001772,CMP-070,C01198,5,20240711,mobile,8,0,0,0.0,11.1,0
INT-001773,CMP-070,C00042,5,20240711,mobile,8,0,0,0.0,11.1,0
INT-001774,CMP-070,C01216,5,20240711,mobile,12,0,0,0.0,16.65,0
INT-001775,CMP-070,C02077,5,20240711,tablet,9,0,0,0.0,12.49,0
INT-001776,CMP-070,C01192,5,20240711,desktop,8,1,0,0.0,11.1,0
INT-001777,CMP-070,C01279,5,20240711,desktop,12,0,0,0.0,16.65,0
INT-001778,CMP-070,C00787,5,20240711,mobile,5,0,0,0.0,6.94,0
INT-001779,CMP-070,C01073,5,20240712,mobile,12,0,0,0.0,16.65,0
INT-001780,CMP-070,C00962,5,20240712,mobile,12,0,0,0.0,16.65,0
INT-001781,CMP-070,C01925,5,20240712,tablet,11,0,0,0.0,15.26,0
INT-001782,CMP-070,C01954,5,20240712,mobile,16,0,0,0.0,22.2,0
INT-001783,CMP-070,C00249,5,20240712,desktop,7,0,0,0.0,9.71,0
INT-001784,CMP-070,C01000,5,20240712,desktop,8,1,0,0.0,11.1,0
INT-001785,CMP-070,C00532,5,20240712,mobile,8,0,0,0.0,11.1,0
INT-001786,CMP-070,C02062,5,20240712,mobile,11,0,0,0.0,15.26,0
INT-001787,CMP-070,C01531,5,20240712,mobile,11,0,0,0.0,15.26,0
INT-001788,CMP-070,C02045,5,20240712,desktop,8,0,0,0.0,11.1,0
INT-001789,CMP-070,C01113,5,20240712,mobile,8,0,0,0.0,11.1,0
INT-001790,CMP-070,C00966,5,20240712,desktop,12,0,0,0.0,16.65,0
INT-001791,CMP-070,C01553,5,20240712,mobile,8,0,0,0.0,11.1,0
INT-001792,CMP-070,C01668,5,20240712,desktop,7,1,1,320.42,9.71,1
INT-001793,CMP-070,C01833,5,20240712,desktop,6,0,0,0.0,8.33,0
INT-001794,CMP-070,C01196,5,20240712,mobile,6,0,0,0.0,8.33,0
INT-001795,CMP-070,C00164,5,20240712,mobile,9,0,0,0.0,12.49,0
INT-001796,CMP-070,C01751,5,20240712,mobile,11,0,0,0.0,15.26,0
INT-001797,CMP-070,C01934,5,20240712,mobile,12,0,0,0.0,16.65,0
INT-001798,CMP-070,C01037,5,20240712,mobile,9,0,0,0.0,12.49,0
INT-001799,CMP-070,C02083,5,20240712,mobile,11,0,0,0.0,15.26,0
INT-001800,CMP-070,C01767,5,20240712,tablet,10,0,0,0.0,13.88,0
INT-001801,CMP-070,C00256,5,20240712,desktop,13,0,0,0.0,18.04,0
INT-001802,CMP-070,C00527,5,20240712,desktop,9,0,0,0.0,12.49,0
INT-001803,CMP-070,C01127,5,20240712,mobile,9,0,0,0.0,12.49,0
INT-001804,CMP-070,C01290,5,20240712,desktop,9,0,0,0.0,12.49,0
INT-001805,CMP-070,C01439,5,20240712,mobile,14,0,0,0.0,19.43,0
INT-001806,CMP-070,C02029,5,20240713,desktop,8,0,1,224.95,11.1,1
INT-001807,CMP-070,C01376,5,20240713,mobile,12,0,0,0.0,16.65,0
INT-001808,CMP-070,C01614,5,20240713,tablet,9,0,0,0.0,12.49,0
INT-001809,CMP-070,C01232,5,20240713,mobile,12,0,0,0.0,16.65,0
INT-001810,CMP-070,C00115,5,20240713,mobile,13,0,0,0.0,18.04,0
INT-001811,CMP-070,C01433,5,20240713,mobile,17,0,0,0.0,23.59,0
INT-001812,CMP-070,C00398,5,20240713,desktop,10,0,0,0.0,13.88,0
INT-001813,CMP-070,C01033,5,20240713,mobile,9,0,0,0.0,12.49,0
INT-001814,CMP-070,C01119,5,20240713,mobile,10,0,0,0.0,13.88,0
INT-001815,CMP-070,C00246,5,20240713,mobile,12,0,0,0.0,16.65,0
INT-001816,CMP-070,C00817,5,20240713,mobile,7,0,0,0.0,9.71,0
INT-001817,CMP-070,C00601,5,20240713,mobile,7,0,0,0.0,9.71,0
INT-001818,CMP-070,C00542,5,20240713,mobile,14,0,0,0.0,19.43,0
INT-001819,CMP-070,C00935,5,20240713,mobile,13,0,0,0.0,18.04,0
INT-001820,CMP-070,C02081,5,20240713,mobile,9,0,0,0.0,12.49,0
INT-001821,CMP-070,C02030,5,20240713,mobile,9,0,0,0.0,12.49,0
INT-001822,CMP-070,C02158,5,20240713,desktop,12,0,0,0.0,16.65,0
INT-001823,CMP-070,C01348,5,20240713,desktop,6,0,0,0.0,8.33,0
INT-001824,CMP-070,C01869,5,20240713,mobile,10,0,0,0.0,13.88,0
INT-001825,CMP-070,C00160,5,20240713,desktop,11,0,2,537.62,15.26,1
INT-001826,CMP-070,C00330,5,20240713,desktop,5,0,0,0.0,6.94,0
INT-001827,CMP-070,C00312,5,20240713,mobile,16,1,0,0.0,22.2,0
INT-001828,CMP-070,C00096,5,20240713,mobile,9,0,0,0.0,12.49,0
INT-001829,CMP-070,C01422,5,20240713,mobile,11,0,1,401.32,15.26,1
INT-001830,CMP-070,C00403,5,20240714,mobile,3,0,0,0.0,4.16,0
INT-001831,CMP-070,C01797,5,20240714,desktop,7,0,0,0.0,9.71,0
INT-001832,CMP-070,C00933,5,20240714,mobile,20,0,0,0.0,27.75,0
INT-001833,CMP-070,C02120,5,20240714,mobile,7,0,0,0.0,9.71,0
INT-001834,CMP-070,C00143,5,20240714,desktop,18,0,0,0.0,24.98,0
INT-001835,CMP-070,C02193,5,20240714,mobile,10,0,0,0.0,13.88,0
INT-001836,CMP-070,C01396,5,20240714,mobile,11,0,1,249.57,15.26,1
INT-001837,CMP-070,C01369,5,20240714,desktop,8,0,0,0.0,11.1,0
INT-001838,CMP-070,C02096,5,20240714,mobile,13,0,0,0.0,18.04,0
INT-001839,CMP-070,C00885,5,20240714,mobile,6,0,0,0.0,8.33,0
INT-001840,CMP-070,C01992,5,20240714,tablet,7,0,0,0.0,9.71,0
INT-001841,CMP-070,C01479,5,20240714,desktop,14,0,0,0.0,19.43,0
INT-001842,CMP-070,C00459,5,20240714,mobile,9,0,0,0.0,12.49,0
INT-001843,CMP-070,C00538,5,20240714,mobile,12,0,0,0.0,16.65,0
