customer_id,customer_age,customer_segment,region,preferred_device,tenure_months,loyalty_member,email_opt_in,past_purchases_12m,app_sessions_30d
C00442,42,Regular,Bratislava,mobile,16,0,0,0,10
C00443,42,Loyal,Western Slovakia,desktop,5,0,1,3,12
C00444,54,At-Risk,Bratislava,desktop,23,0,1,3,6
C00445,34,Loyal,Central Slovakia,desktop,49,0,0,5,17
C00446,20,New,Western Slovakia,mobile,48,0,0,2,2
C00447,51,Loyal,Bratislava,mobile,10,1,0,0,4
C00448,34,New,Western Slovakia,mobile,49,0,1,1,12
C00449,51,Regular,Eastern Slovakia,mobile,14,0,0,0,2
C00450,43,Loyal,Eastern Slovakia,mobile,53,0,1,2,0
C00451,36,Loyal,Western Slovakia,mobile,41,1,1,4,1
C00452,42,Regular,Bratislava,mobile,9,0,0,0,2
C00453,61,Regular,Bratislava,mobile,25,0,1,0,1
C00454,63,Loyal,Eastern Slovakia,mobile,59,1,1,2,2
C00455,39,Loyal,Central Slovakia,mobile,31,0,1,6,8
C00456,40,Regular,Central Slovakia,mobile,49,1,1,2,10
C00457,51,At-Risk,Eastern Slovakia,desktop,54,0,1,2,0
C00458,28,New,Bratislava,mobile,3,0,0,2,9
C00459,42,New,Central Slovakia,mobile,67,0,1,1,16
C00460,38,Regular,Bratislava,mobile,24,0,0,0,1
C00461,42,At-Risk,Bratislava,tablet,57,0,1,1,4
C00462,28,New,Western Slovakia,desktop,34,0,1,4,2
C00463,19,New,Western Slovakia,desktop,41,0,0,0,2
C00464,18,New,Czech Republic,mobile,26,0,0,0,2
C00465,25,Loyal,Western Slovakia,desktop,61,1,1,2,5
C00466,32,New,Eastern Slovakia,desktop,9,0,1,0,1
C00467,34,Regular,Eastern Slovakia,mobile,64,0,0,1,3
C00468,61,At-Risk,Central Slovakia,desktop,15,0,0,0,0
C00469,51,New,Czech Republic,mobile,63,0,1,2,6
C00470,26,Regular,Western Slovakia,desktop,2,0,1,0,4
C00471,42,Regular,Western Slovakia,mobile,1,0,1,4,2
C00472,33,Loyal,Bratislava,mobile,7,0,0,3,12
C00473,35,Regular,Bratislava,tablet,39,1,0,2,3
C00474,40,Regular,Eastern Slovakia,desktop,19,0,1,2,1
C00475,45,New,Western Slovakia,mobile,43,0,1,0,3
C00476,34,Loyal,Western Slovakia,tablet,59,0,1,5,7
C00477,51,Loyal,Bratislava,mobile,2,0,0,5,2
C00478,24,New,Western Slovakia,mobile,38,1,0,0,2
C00479,38,Regular,Central Slovakia,desktop,53,0,0,0,2
C00480,69,At-Risk,Bratislava,mobile,31,1,0,0,1
C00481,41,New,Eastern Slovakia,mobile,66,0,1,0,2
C00482,55,New,Central Slovakia,desktop,48,0,0,0,4
C00483,39,Regular,Eastern Slovakia,mobile,3,0,0,0,2
C00484,45,Regular,Bratislava,mobile,39,1,1,4,10
C00485,37,New,Central Slovakia,mobile,28,0,1,5,7
C00486,36,Regular,Bratislava,desktop,10,0,0,0,3
C00487,29,New,Western Slovakia,mobile,68,0,1,1,0
C00488,43,Regular,Eastern Slovakia,mobile,16,0,1,3,1
C00489,28,Loyal,Central Slovakia,desktop,6,0,0,2,2
C00490,46,Regular,Bratislava,mobile,16,0,0,5,7
C00491,51,New,Eastern Slovakia,mobile,59,1,1,0,4
C00492,42,Loyal,Bratislava,desktop,43,0,1,1,5
C00493,35,New,Central Slovakia,desktop,59,1,0,0,5
C00494,43,Loyal,Czech Republic,mobile,33,0,1,2,8
C00495,34,Regular,Central Slovakia,desktop,9,0,1,1,3
C00496,49,Loyal,Eastern Slovakia,desktop,28,0,1,1,8
C00497,18,New,Central Slovakia,mobile,15,0,1,2,3
C00498,34,New,Eastern Slovakia,desktop,40,0,1,3,9
C00499,18,Regular,Central Slovakia,desktop,20,0,0,4,0
C00500,20,New,Central Slovakia,desktop,69,1,1,4,5
C00501,54,New,Bratislava,mobile,27,0,0,0,3
C00502,49,Loyal,Eastern Slovakia,desktop,23,1,1,2,6
C00503,29,Loyal,Bratislava,tablet,70,1,1,2,3
C00504,20,New,Czech Republic,mobile,37,1,1,5,7
C00505,18,At-Risk,Bratislava,desktop,13,0,1,1,2
C00506,31,Loyal,Bratislava,desktop,35,1,1,2,6
C00507,67,Loyal,Eastern Slovakia,desktop,19,0,0,2,3
C00508,43,Loyal,Bratislava,tablet,51,0,1,3,6
C00509,31,Regular,Western Slovakia,mobile,41,1,1,1,2
C00510,44,Regular,Central Slovakia,mobile,52,1,1,2,4
C00511,19,Regular,Bratislava,desktop,67,0,1,0,3
C00512,34,At-Risk,Bratislava,mobile,52,0,1,0,0
C00513,39,New,Western Slovakia,mobile,25,0,1,0,1
C00514,37,Regular,Bratislava,desktop,15,0,1,1,1
C00515,47,New,Bratislava,tablet,38,0,0,0,1
C00516,42,At-Risk,Bratislava,mobile,32,0,0,1,0
C00517,46,Regular,Western Slovakia,desktop,23,0,1,1,14
C00518,30,Regular,Western Slovakia,mobile,58,0,1,0,6
C00519,49,Loyal,Bratislava,mobile,65,0,1,1,3
C00520,58,At-Risk,Central Slovakia,mobile,28,0,1,1,5
C00521,26,New,Central Slovakia,mobile,49,1,0,0,2
C00522,27,Loyal,Bratislava,mobile,70,0,1,3,11
C00523,54,At-Risk,Western Slovakia,desktop,1,0,0,1,2
C00524,36,New,Eastern Slovakia,desktop,26,0,1,0,1
C00525,55,Loyal,Central Slovakia,mobile,53,0,0,2,11
C00526,33,Regular,Western Slovakia,mobile,36,0,0,2,8
C00527,55,Regular,Western Slovakia,mobile,57,0,1,4,7
C00528,40,Regular,Bratislava,tablet,34,1,0,3,10
C00529,41,New,Eastern Slovakia,tablet,5,0,0,0,3
C00530,57,New,Czech Republic,mobile,31,0,1,1,2
C00531,34,New,Czech Republic,mobile,29,0,1,7,2
C00532,27,New,Bratislava,mobile,61,0,0,0,4
C00533,33,Regular,Western Slovakia,desktop,11,0,0,1,4
C00534,43,Regular,Bratislava,mobile,12,0,1,2,8
C00535,19,New,Western Slovakia,mobile,11,0,0,3,2
C00536,46,Loyal,Western Slovakia,mobile,41,1,1,2,9
C00537,32,Loyal,Central Slovakia,mobile,71,0,1,3,3
C00538,52,Regular,Bratislava,mobile,44,1,1,2,2
C00539,18,At-Risk,Czech Republic,mobile,58,0,0,1,2
C00540,29,Regular,Bratislava,desktop,61,0,1,2,11
C00541,18,Loyal,Bratislava,mobile,43,1,0,3,6
C00542,28,New,Eastern Slovakia,mobile,44,0,1,2,12
C00543,41,Loyal,Central Slovakia,mobile,18,0,1,2,3
C00544,36,At-Risk,Western Slovakia,mobile,69,0,1,0,2
C00545,35,Loyal,Central Slovakia,desktop,56,0,1,1,13
C00546,36,Regular,Bratislava,tablet,62,0,0,2,4
C00547,40,Regular,Bratislava,mobile,70,0,0,1,1
C00548,26,Regular,Western Slovakia,desktop,25,1,1,3,12
C00549,46,Regular,Western Slovakia,desktop,11,0,0,3,6
C00550,46,Loyal,Central Slovakia,desktop,62,1,0,2,5
C00551,43,At-Risk,Bratislava,mobile,34,0,0,0,6
C00552,45,Regular,Central Slovakia,mobile,69,0,1,5,13
C00553,42,New,Eastern Slovakia,mobile,50,0,1,1,6
C00554,62,Regular,Bratislava,tablet,19,1,0,3,2
C00555,37,New,Bratislava,desktop,26,0,1,1,4
C00556,34,New,Western Slovakia,mobile,44,1,1,1,7
C00557,29,Regular,Eastern Slovakia,mobile,28,1,1,0,1
C00558,26,Loyal,Central Slovakia,mobile,21,0,1,5,1
C00559,23,New,Central Slovakia,mobile,15,1,1,3,5
C00560,27,New,Western Slovakia,desktop,47,1,0,7,11
C00561,37,New,Bratislava,mobile,3,0,0,0,0
C00562,42,Loyal,Central Slovakia,desktop,7,1,1,4,6
C00563,39,Loyal,Bratislava,desktop,4,1,0,5,3
C00564,29,New,Eastern Slovakia,desktop,53,0,1,1,12
C00565,49,New,Bratislava,desktop,3,0,1,1,5
C00566,47,Regular,Bratislava,mobile,30,1,0,1,1
C00567,36,New,Western Slovakia,desktop,9,0,0,1,6
C00568,30,Regular,Western Slovakia,desktop,42,0,0,0,2
C00569,45,Regular,Central Slovakia,mobile,3,0,1,0,2
C00570,40,At-Risk,Western Slovakia,mobile,2,1,1,1,14
C00571,21,New,Czech Republic,mobile,30,0,0,1,2
C00572,37,Regular,Eastern Slovakia,mobile,50,0,0,2,2
C00573,41,New,Eastern Slovakia,mobile,8,0,1,0,3
C00574,27,At-Risk,Central Slovakia,mobile,36,0,0,0,3
C00575,40,At-Risk,Central Slovakia,desktop,58,0,0,0,0
C00576,21,Loyal,Central Slovakia,mobile,45,0,1,1,13
C00577,54,Regular,Western Slovakia,mobile,54,1,1,0,7
C00578,53,New,Western Slovakia,mobile,23,1,1,1,4
C00579,35,Loyal,Central Slovakia,mobile,67,0,0,0,12
C00580,42,Loyal,Bratislava,tablet,11,1,1,1,6
C00581,18,New,Bratislava,mobile,43,0,0,0,3
C00582,24,Regular,Eastern Slovakia,mobile,31,0,1,2,4
C00583,34,Regular,Bratislava,mobile,3,0,0,6,13
C00584,25,Loyal,Central Slovakia,mobile,68,1,1,3,3
C00585,47,Loyal,Central Slovakia,desktop,50,0,0,1,6
C00586,62,Regular,Bratislava,desktop,17,0,1,0,6
C00587,24,Regular,Eastern Slovakia,mobile,4,0,0,2,10
C00588,28,New,Bratislava,desktop,48,0,0,2,7
C00589,41,Regular,Eastern Slovakia,mobile,39,1,1,3,7
C00590,57,New,Eastern Slovakia,desktop,4,0,0,0,4
C00591,23,Loyal,Bratislava,mobile,71,1,1,1,7
C00592,41,Regular,Bratislava,mobile,51,0,0,0,5
C00593,60,Regular,Western Slovakia,desktop,33,1,1,1,2
C00594,18,New,Western Slovakia,desktop,17,1,0,2,6
C00595,23,New,Bratislava,mobile,20,0,0,0,3
C00596,33,Regular,Czech Republic,tablet,33,1,0,2,2
C00597,32,New,Bratislava,desktop,5,0,0,0,5
C00598,48,New,Eastern Slovakia,mobile,27,0,1,2,13
C00599,41,Loyal,Bratislava,desktop,16,1,0,3,13
C00600,18,Regular,Czech Republic,desktop,9,1,1,3,3
C00601,44,Regular,Bratislava,mobile,9,0,0,7,5
C00602,31,Regular,Western Slovakia,mobile,25,1,1,3,1
C00603,53,Loyal,Central Slovakia,desktop,28,0,1,1,13
C00604,30,Regular,Bratislava,desktop,25,1,0,1,2
C00605,30,Loyal,Eastern Slovakia,mobile,49,0,1,5,5
C00606,44,At-Risk,Bratislava,mobile,38,0,1,1,2
C00607,47,Regular,Central Slovakia,mobile,14,1,1,0,2
C00608,43,Regular,Central Slovakia,desktop,70,0,0,6,1
C00609,18,Loyal,Central Slovakia,desktop,52,0,1,1,4
C00610,44,Regular,Bratislava,mobile,34,0,0,5,10
C00611,26,Regular,Bratislava,desktop,4,0,1,1,1
C00612,41,Regular,Bratislava,desktop,65,0,1,1,2
C00613,21,Regular,Western Slovakia,mobile,53,0,1,2,7
C00614,43,New,Bratislava,mobile,33,0,1,0,2
C00615,28,Regular,Czech Republic,mobile,12,1,1,1,2
C00616,23,New,Western Slovakia,mobile,8,0,1,2,5
C00617,47,Regular,Central Slovakia,mobile,21,0,0,1,1
C00618,41,Regular,Western Slovakia,desktop,17,1,0,1,4
C00619,31,At-Risk,Bratislava,desktop,15,0,0,0,2
C00620,55,New,Western Slovakia,mobile,29,1,1,1,2
C00621,33,Regular,Bratislava,desktop,4,0,0,0,1
C00622,38,Regular,Western Slovakia,desktop,24,1,1,1,3
C00623,41,New,Western Slovakia,mobile,62,1,0,1,4
C00624,31,New,Western Slovakia,mobile,62,1,0,5,6
C00625,44,New,Czech Republic,desktop,1,0,0,0,1
C00626,32,New,Bratislava,desktop,49,1,1,0,3
C00627,33,New,Western Slovakia,mobile,71,1,1,3,14
C00628,54,Regular,Bratislava,desktop,42,1,0,3,11
C00629,26,Regular,Western Slovakia,desktop,28,1,0,3,7
C00630,18,New,Central Slovakia,desktop,35,0,0,0,0
C00631,57,New,Bratislava,desktop,16,0,0,1,3
C00632,69,New,Central Slovakia,mobile,29,0,0,0,2
C00633,33,Regular,Western Slovakia,mobile,67,1,0,1,9
C00634,18,Regular,Bratislava,mobile,44,1,1,4,13
C00635,34,Regular,Czech Republic,tablet,31,0,1,3,4
C00636,35,New,Western Slovakia,desktop,9,0,0,2,2
C00637,36,New,Eastern Slovakia,desktop,65,1,0,1,2
C00638,25,At-Risk,Western Slovakia,mobile,12,0,1,1,1
C00639,45,New,Czech Republic,mobile,52,0,1,1,4
C00640,44,New,Bratislava,mobile,22,0,1,0,8
C00641,20,New,Western Slovakia,mobile,20,0,0,0,3
C00642,46,At-Risk,Eastern Slovakia,mobile,13,0,0,1,4
C00643,63,Regular,Western Slovakia,desktop,27,0,1,1,3
C00644,40,Regular,Western Slovakia,mobile,49,1,1,1,3
C00645,34,At-Risk,Czech Republic,desktop,30,0,0,3,7
C00646,36,New,Central Slovakia,tablet,2,0,1,1,4
C00647,45,At-Risk,Central Slovakia,desktop,19,0,1,4,4
C00648,18,New,Central Slovakia,mobile,12,1,1,2,1
C00649,40,Regular,Eastern Slovakia,desktop,29,1,1,2,3
C00650,33,Regular,Eastern Slovakia,desktop,65,1,0,3,20
C00651,60,Regular,Central Slovakia,mobile,69,0,1,0,1
C00652,36,At-Risk,Bratislava,desktop,71,0,0,3,7
C00653,58,New,Bratislava,desktop,8,0,0,0,2
C00654,25,At-Risk,Central Slovakia,mobile,35,0,1,0,1
C00655,45,Regular,Eastern Slovakia,mobile,4,0,0,0,3
C00656,42,Regular,Western Slovakia,mobile,36,0,1,2,1
C00657,28,At-Risk,Bratislava,mobile,41,0,0,4,9
C00658,40,New,Bratislava,desktop,55,0,1,2,4
C00659,53,At-Risk,Western Slovakia,mobile,24,0,0,1,2
C00660,34,Regular,Eastern Slovakia,mobile,3,0,1,3,5
C00661,18,Loyal,Bratislava,mobile,33,0,0,1,5
C00662,38,New,Central Slovakia,mobile,31,0,1,2,3
C00663,27,Regular,Eastern Slovakia,mobile,45,1,1,1,17
C00664,34,Regular,Czech Republic,desktop,8,1,1,1,8
C00665,37,Regular,Bratislava,mobile,44,1,1,2,9
C00666,18,New,Czech Republic,mobile,29,0,1,0,4
C00667,19,New,Central Slovakia,desktop,53,0,1,0,2
C00668,44,Loyal,Eastern Slovakia,tablet,70,1,1,7,10
C00669,32,New,Bratislava,mobile,17,0,1,1,2
C00670,18,Loyal,Western Slovakia,mobile,54,0,1,1,6
C00671,47,At-Risk,Central Slovakia,mobile,10,0,0,0,2
C00672,41,New,Western Slovakia,mobile,70,0,0,2,11
C00673,29,New,Western Slovakia,mobile,35,1,1,1,4
C00674,22,Regular,Central Slovakia,tablet,53,0,1,0,5
C00675,48,New,Central Slovakia,desktop,56,0,1,1,1
C00676,42,Regular,Bratislava,mobile,44,0,0,1,8
C00677,67,Loyal,Western Slovakia,tablet,28,0,0,1,14
C00678,43,Regular,Bratislava,mobile,54,1,1,5,13
C00679,43,Regular,Czech Republic,mobile,34,0,0,1,25
C00680,36,Loyal,Czech Republic,mobile,47,1,0,4,4
C00681,48,Regular,Bratislava,mobile,44,0,0,1,11
C00682,46,New,Bratislava,desktop,33,0,0,0,3
C00683,53,Regular,Bratislava,mobile,9,1,0,0,4
C00684,32,At-Risk,Western Slovakia,desktop,21,1,0,4,1
C00685,33,Regular,Eastern Slovakia,mobile,67,0,0,4,17
C00686,32,Regular,Western Slovakia,desktop,37,0,1,3,16
C00687,47,Regular,Bratislava,desktop,46,0,1,0,1
C00688,56,New,Bratislava,mobile,19,0,1,0,3
C00689,32,New,Bratislava,mobile,51,1,1,1,3
C00690,33,New,Eastern Slovakia,desktop,35,1,0,3,8
C00691,42,At-Risk,Central Slovakia,mobile,16,0,0,0,0
C00692,35,New,Central Slovakia,mobile,11,0,1,4,10
C00693,49,Loyal,Western Slovakia,desktop,29,0,1,0,4
C00694,18,New,Czech Republic,mobile,41,0,1,3,14
C00695,28,New,Western Slovakia,mobile,20,0,0,1,4
C00696,29,Regular,Eastern Slovakia,mobile,18,0,0,1,1
C00697,18,Regular,Eastern Slovakia,mobile,20,1,1,2,2
C00698,26,Loyal,Western Slovakia,mobile,21,1,1,2,6
C00699,27,At-Risk,Eastern Slovakia,mobile,53,1,0,0,3
C00700,36,Loyal,Bratislava,mobile,36,1,1,8,17
C00701,51,New,Central Slovakia,mobile,34,0,0,0,3
C00702,35,Loyal,Bratislava,mobile,12,1,1,2,24
C00703,26,New,Western Slovakia,tablet,39,0,1,1,8
C00704,37,At-Risk,Bratislava,mobile,69,1,0,0,10
C00705,51,Regular,Bratislava,mobile,53,0,1,0,5
C00706,26,Regular,Bratislava,mobile,32,0,0,2,1
C00707,27,New,Western Slovakia,desktop,22,1,0,6,9
C00708,45,New,Central Slovakia,mobile,26,0,1,1,7
C00709,35,New,Western Slovakia,mobile,2,1,0,0,9
C00710,46,At-Risk,Western Slovakia,desktop,3,1,0,8,2
C00711,38,Loyal,Czech Republic,mobile,56,1,0,4,15
C00712,46,At-Risk,Czech Republic,desktop,60,0,1,3,1
C00713,26,New,Bratislava,desktop,69,1,0,3,10
C00714,38,Regular,Western Slovakia,desktop,45,0,1,0,7
C00715,35,New,Central Slovakia,mobile,66,1,0,1,3
C00716,23,Regular,Eastern Slovakia,mobile,30,0,0,2,4
C00717,19,Regular,Western Slovakia,mobile,19,0,1,0,3
C00718,46,New,Eastern Slovakia,desktop,18,0,0,0,2
C00719,34,Regular,Bratislava,desktop,17,0,0,2,3
C00720,26,New,Western Slovakia,tablet,53,1,0,4,6
C00721,37,Regular,Central Slovakia,mobile,1,0,1,0,4
C00722,52,Regular,Central Slovakia,desktop,68,0,0,3,31
C00723,18,New,Eastern Slovakia,mobile,56,0,0,1,2
C00724,20,At-Risk,Bratislava,desktop,28,0,1,0,1
C00725,27,Regular,Bratislava,mobile,50,1,1,2,2
C00726,56,Loyal,Bratislava,mobile,10,1,0,4,14
C00727,41,Regular,Bratislava,mobile,31,0,0,6,29
C00728,47,Loyal,Bratislava,tablet,8,1,1,1,13
C00729,24,Loyal,Western Slovakia,mobile,8,0,0,3,5
C00730,25,Loyal,Central Slovakia,mobile,1,0,1,0,1
C00731,43,Regular,Central Slovakia,mobile,57,0,0,0,2
C00732,39,New,Western Slovakia,mobile,53,0,0,0,1
C00733,45,New,Bratislava,tablet,64,1,1,1,1
C00734,36,Regular,Central Slovakia,mobile,70,0,0,3,4
C00735,41,New,Bratislava,mobile,69,0,0,0,4
C00736,40,New,Eastern Slovakia,desktop,71,0,1,1,3
C00737,47,New,Bratislava,mobile,2,1,0,2,9
C00738,48,Regular,Central Slovakia,mobile,56,1,0,2,4
C00739,19,New,Eastern Slovakia,mobile,52,0,0,1,1
C00740,18,Regular,Central Slovakia,mobile,12,0,1,0,2
C00741,50,Loyal,Central Slovakia,mobile,10,0,1,8,4
C00742,52,Loyal,Central Slovakia,mobile,70,0,0,1,2
C00743,26,Regular,Bratislava,mobile,63,1,0,0,2
C00744,18,Regular,Central Slovakia,desktop,24,0,1,1,0
C00745,39,Regular,Eastern Slovakia,desktop,6,0,0,1,0
C00746,49,Regular,Czech Republic,desktop,24,0,1,0,3
C00747,60,Regular,Western Slovakia,mobile,1,0,1,2,2
C00748,44,New,Western Slovakia,mobile,49,1,0,0,18
C00749,34,At-Risk,Eastern Slovakia,tablet,27,0,1,1,1
C00750,27,New,Central Slovakia,desktop,4,0,0,0,1
C00751,38,Loyal,Bratislava,mobile,70,1,1,6,9
C00752,34,Regular,Bratislava,mobile,59,0,1,2,10
C00753,26,New,Bratislava,mobile,65,0,0,1,6
C00754,63,Loyal,Western Slovakia,mobile,71,1,1,6,8
C00755,59,New,Bratislava,mobile,2,1,1,12,7
C00756,52,Loyal,Bratislava,mobile,56,0,1,5,5
C00757,27,Regular,Bratislava,tablet,56,0,1,3,8
C00758,48,New,Czech Republic,mobile,56,0,1,0,7
C00759,46,New,Bratislava,desktop,19,1,0,1,5
C00760,43,Loyal,Bratislava,mobile,28,0,1,0,5
C00761,53,New,Western Slovakia,desktop,66,0,1,3,7
C00762,46,At-Risk,Bratislava,desktop,5,0,0,0,3
C00763,47,Loyal,Czech Republic,mobile,46,1,0,2,10
C00764,46,Loyal,Czech Republic,desktop,57,1,1,4,10
C00765,42,New,Western Slovakia,desktop,57,0,1,2,2
C00766,18,Loyal,Western Slovakia,desktop,43,0,1,1,6
C00767,39,At-Risk,Western Slovakia,mobile,55,0,1,0,3
C00768,31,New,Bratislava,desktop,65,1,1,1,12
C00769,23,Regular,Bratislava,mobile,55,0,0,0,3
C00770,58,New,Bratislava,mobile,9,1,1,7,10
C00771,59,Regular,Bratislava,mobile,18,1,1,1,5
C00772,54,Loyal,Central Slovakia,mobile,22,1,0,3,14
C00773,41,Regular,Bratislava,mobile,25,0,1,3,11
C00774,54,Regular,Bratislava,mobile,26,0,1,0,2
C00775,38,Regular,Western Slovakia,desktop,16,0,0,1,0
C00776,40,New,Western Slovakia,mobile,49,0,1,0,5
C00777,25,New,Bratislava,tablet,8,0,1,0,1
C00778,43,Loyal,Bratislava,mobile,56,1,1,2,1
C00779,39,Regular,Bratislava,desktop,47,1,1,0,10
C00780,22,Regular,Bratislava,tablet,69,1,1,1,8
C00781,37,Loyal,Eastern Slovakia,desktop,1,0,0,0,4
C00782,37,New,Czech Republic,desktop,21,0,0,0,1
C00783,60,New,Western Slovakia,desktop,64,1,0,1,1
C00784,49,New,Western Slovakia,mobile,36,1,1,1,0
C00785,38,At-Risk,Central Slovakia,mobile,40,0,0,1,3
C00786,41,Loyal,Central Slovakia,mobile,3,0,0,2,2
C00787,39,Regular,Bratislava,mobile,55,0,0,0,6
C00788,36,New,Bratislava,mobile,18,0,1,0,1
C00789,25,New,Western Slovakia,mobile,69,0,0,5,4
C00790,36,Regular,Central Slovakia,desktop,27,1,1,1,1
C00791,29,Regular,Bratislava,desktop,14,0,1,4,12
C00792,23,At-Risk,Bratislava,desktop,43,0,0,1,2
C00793,44,Loyal,Western Slovakia,desktop,34,0,1,2,5
C00794,43,Regular,Bratislava,mobile,34,1,1,4,3
C00795,18,Loyal,Western Slovakia,mobile,68,0,1,0,1
C00796,37,At-Risk,Central Slovakia,desktop,26,0,0,0,1
C00797,50,Regular,Western Slovakia,desktop,29,1,0,2,3
C00798,51,Regular,Bratislava,mobile,45,0,1,0,3
C00799,50,At-Risk,Bratislava,mobile,13,0,0,2,3
C00800,38,New,Eastern Slovakia,mobile,59,0,1,0,3
C00801,28,At-Risk,Western Slovakia,mobile,17,0,0,1,10
C00802,25,New,Bratislava,mobile,18,0,1,0,2
C00803,42,Regular,Bratislava,mobile,1,0,1,2,2
C00804,43,Loyal,Eastern Slovakia,desktop,25,1,1,4,10
C00805,53,Regular,Eastern Slovakia,tablet,42,0,1,1,5
C00806,51,Regular,Eastern Slovakia,mobile,51,0,0,0,1
C00807,36,Regular,Central Slovakia,desktop,64,0,1,0,1
C00808,23,New,Western Slovakia,desktop,56,0,0,0,2
C00809,34,New,Western Slovakia,mobile,23,1,1,2,2
C00810,41,New,Bratislava,desktop,59,1,1,1,6
C00811,36,Regular,Central Slovakia,mobile,14,1,1,2,20
C00812,31,Regular,Central Slovakia,mobile,15,0,1,1,6
C00813,41,New,Bratislava,mobile,26,0,1,0,5
C00814,32,At-Risk,Eastern Slovakia,desktop,39,1,0,1,4
C00815,30,Regular,Western Slovakia,tablet,15,1,0,0,4
C00816,42,Regular,Bratislava,mobile,64,1,1,2,6
C00817,33,Regular,Western Slovakia,mobile,20,0,1,1,5
C00818,41,New,Eastern Slovakia,mobile,28,1,1,1,7
C00819,41,Loyal,Czech Republic,desktop,43,1,1,1,3
C00820,24,Regular,Western Slovakia,desktop,31,0,1,2,4
C00821,32,New,Czech Republic,mobile,29,0,1,0,6
C00822,55,At-Risk,Eastern Slovakia,desktop,70,0,0,1,1
C00823,24,Loyal,Eastern Slovakia,mobile,31,1,0,2,6
C00824,18,Loyal,Eastern Slovakia,mobile,9,1,1,4,8
C00825,18,Loyal,Western Slovakia,mobile,52,1,1,3,10
C00826,38,At-Risk,Eastern Slovakia,mobile,51,0,1,2,1
C00827,38,Regular,Central Slovakia,mobile,16,0,1,1,1
C00828,37,Regular,Central Slovakia,mobile,61,0,1,2,9
C00829,53,Regular,Bratislava,mobile,28,0,1,0,7
C00830,18,New,Eastern Slovakia,desktop,11,0,1,0,2
C00831,43,New,Czech Republic,mobile,13,0,1,1,3
C00832,57,New,Western Slovakia,desktop,51,0,0,2,2
C00833,24,Regular,Czech Republic,mobile,16,1,1,7,2
C00834,33,Loyal,Western Slovakia,desktop,34,0,0,6,1
C00835,29,Loyal,Bratislava,mobile,53,1,1,3,2
C00836,27,Regular,Bratislava,desktop,61,0,1,3,9
C00837,34,New,Eastern Slovakia,mobile,35,0,0,0,2
C00838,55,Regular,Central Slovakia,mobile,65,0,0,2,4
C00839,60,Regular,Western Slovakia,mobile,22,1,1,1,5
C00840,34,At-Risk,Central Slovakia,mobile,62,0,1,3,1
C00841,61,Loyal,Western Slovakia,tablet,18,1,1,5,13
C00842,38,At-Risk,Western Slovakia,tablet,5,0,1,1,5
C00843,59,Loyal,Eastern Slovakia,desktop,52,0,1,4,2
C00844,37,At-Risk,Central Slovakia,mobile,54,1,0,1,3
C00845,40,Regular,Eastern Slovakia,desktop,66,0,0,3,8
C00846,42,New,Central Slovakia,desktop,66,0,0,0,4
C00847,75,New,Czech Republic,mobile,8,0,0,1,5
C00848,48,Regular,Bratislava,mobile,45,1,1,1,2
C00849,30,New,Bratislava,desktop,51,1,0,6,1
C00850,50,New,Bratislava,mobile,43,0,1,2,2
C00851,34,At-Risk,Central Slovakia,mobile,2,0,0,0,1
C00852,32,New,Central Slovakia,desktop,4,0,0,0,9
C00853,49,At-Risk,Eastern Slovakia,mobile,48,1,1,1,3
C00854,38,Loyal,Western Slovakia,mobile,61,1,1,7,3
C00855,41,Regular,Bratislava,mobile,13,1,1,2,4
C00856,38,Regular,Central Slovakia,desktop,4,1,1,1,7
C00857,42,Regular,Czech Republic,tablet,29,0,1,2,3
C00858,43,Regular,Bratislava,desktop,23,0,0,2,3
C00859,18,New,Bratislava,desktop,70,0,0,0,5
C00860,46,At-Risk,Bratislava,desktop,66,0,1,0,0
C00861,26,Regular,Western Slovakia,desktop,40,1,1,5,13
C00862,21,New,Bratislava,mobile,68,1,0,1,0
C00863,37,Loyal,Western Slovakia,mobile,17,0,0,2,11
C00864,39,Regular,Central Slovakia,desktop,71,1,0,1,5
C00865,30,Regular,Western Slovakia,desktop,32,0,1,0,5
C00866,48,Regular,Western Slovakia,mobile,34,0,1,1,4
C00867,22,New,Bratislava,desktop,4,0,1,1,5
C00868,33,Regular,Czech Republic,desktop,13,1,0,3,2
C00869,31,New,Western Slovakia,mobile,14,0,1,2,9
C00870,37,New,Western Slovakia,mobile,35,0,0,1,7
C00871,41,New,Bratislava,mobile,14,0,1,1,2
C00872,26,Regular,Central Slovakia,mobile,8,0,0,2,2
C00873,47,Regular,Eastern Slovakia,mobile,43,0,1,0,0
C00874,39,Regular,Bratislava,mobile,62,0,1,4,26
C00875,18,New,Bratislava,mobile,5,0,1,1,7
C00876,18,New,Bratislava,mobile,40,0,0,0,0
C00877,38,Regular,Central Slovakia,desktop,69,1,0,4,4
C00878,35,New,Czech Republic,desktop,29,0,1,0,2
C00879,37,Loyal,Western Slovakia,mobile,13,1,0,1,13
C00880,38,At-Risk,Western Slovakia,mobile,6,1,1,1,2
C00881,41,Regular,Eastern Slovakia,mobile,67,0,1,3,3
C00882,49,At-Risk,Eastern Slovakia,mobile,29,0,1,0,2
C00883,25,New,Bratislava,mobile,8,0,1,0,2
C00884,24,New,Bratislava,mobile,62,0,0,1,5
C00885,25,Loyal,Western Slovakia,mobile,57,1,1,5,2
