interaction_id,campaign_id,channel,start_date,end_date,touch_date,budget,impressions,clicks,conversions,revenue,customer_id,customer_age,customer_segment,region,device_type
INT-001003,CMP-031,email,2024-04-11,2024-05-08,2024-04-13,5.76,6,0,0,0.0,C00527,55,Regular,Western Slovakia,mobile
INT-001004,CMP-031,email,2024-04-11,2024-05-08,2024-04-13,2.88,3,1,0,0.0,C01553,31,Regular,Central Slovakia,mobile
INT-001005,CMP-031,email,2024-04-11,2024-05-08,2024-04-14,4.8,5,0,0,0.0,C01015,25,Regular,Bratislava,mobile
INT-001006,CMP-031,email,2024-04-11,2024-05-08,2024-04-14,3.84,4,0,0,0.0,C00545,35,Loyal,Central Slovakia,desktop
INT-001007,CMP-031,email,2024-04-11,2024-05-08,2024-04-14,4.8,5,1,0,0.0,C01894,18,Regular,Western Slovakia,tablet
INT-001008,CMP-031,email,2024-04-11,2024-05-08,2024-04-15,3.84,4,0,0,0.0,C01576,23,Regular,Eastern Slovakia,mobile
INT-001009,CMP-031,email,2024-04-11,2024-05-08,2024-04-15,2.88,3,0,0,0.0,C02089,30,Regular,Western Slovakia,mobile
INT-001010,CMP-031,email,2024-04-11,2024-05-08,2024-04-15,3.84,4,0,0,0.0,C01452,44,New,Bratislava,mobile
INT-001011,CMP-031,email,2024-04-11,2024-05-08,2024-04-15,8.65,9,0,0,0.0,C00663,27,Regular,Eastern Slovakia,mobile
INT-001012,CMP-031,email,2024-04-11,2024-05-08,2024-04-16,0.96,1,1,0,0.0,C00313,59,Loyal,Czech Republic,mobile
INT-001013,CMP-031,email,2024-04-11,2024-05-08,2024-04-16,1.92,2,0,0,0.0,C01158,56,New,Central Slovakia,mobile
INT-001014,CMP-031,email,2024-04-11,2024-05-08,2024-04-16,1.92,2,0,0,0.0,C01925,37,Loyal,Bratislava,mobile
INT-001015,CMP-031,email,2024-04-11,2024-05-08,2024-04-17,1.92,2,0,0,0.0,C00287,41,Loyal,Central Slovakia,desktop
INT-001016,CMP-031,email,2024-04-11,2024-05-08,2024-04-17,3.84,4,0,0,0.0,C01239,45,New,Eastern Slovakia,desktop
INT-001017,CMP-031,email,2024-04-11,2024-05-08,2024-04-18,6.72,7,0,0,0.0,C01037,50,Regular,Eastern Slovakia,mobile
INT-001018,CMP-031,email,2024-04-11,2024-05-08,2024-04-19,3.84,4,0,0,0.0,C01319,20,Loyal,Western Slovakia,mobile
INT-001019,CMP-031,email,2024-04-11,2024-05-08,2024-04-19,2.88,3,1,0,0.0,C01340,35,New,Western Slovakia,desktop
INT-001020,CMP-031,email,2024-04-11,2024-05-08,2024-04-20,3.84,4,0,0,0.0,C00534,43,Regular,Bratislava,mobile
INT-001021,CMP-031,email,2024-04-11,2024-05-08,2024-04-20,1.92,2,0,0,0.0,C00179,37,Regular,Bratislava,desktop
INT-001022,CMP-031,email,2024-04-11,2024-05-08,2024-04-20,3.84,4,0,0,0.0,C00802,25,New,Bratislava,mobile
INT-001023,CMP-031,email,2024-04-11,2024-05-08,2024-04-21,0.96,1,0,0,0.0,C00603,53,Loyal,Central Slovakia,desktop
INT-001024,CMP-031,email,2024-04-11,2024-05-08,2024-04-22,2.88,3,0,0,0.0,C01934,54,Regular,Eastern Slovakia,mobile
INT-001025,CMP-031,email,2024-04-11,2024-05-08,2024-04-22,6.72,7,1,0,0.0,C01956,26,Loyal,Eastern Slovakia,mobile
INT-001026,CMP-031,email,2024-04-11,2024-05-08,2024-04-22,2.88,3,0,0,0.0,C00826,38,At-Risk,Eastern Slovakia,mobile
INT-001027,CMP-031,email,2024-04-11,2024-05-08,2024-04-23,3.84,4,0,0,0.0,C01998,37,New,Western Slovakia,mobile
INT-001028,CMP-031,email,2024-04-11,2024-05-08,2024-04-23,2.88,3,1,0,0.0,C01406,46,New,Eastern Slovakia,mobile
INT-001029,CMP-031,email,2024-04-11,2024-05-08,2024-04-23,2.88,3,0,0,0.0,C00235,29,Loyal,Czech Republic,mobile
INT-001030,CMP-031,email,2024-04-11,2024-05-08,2024-04-24,1.92,2,0,0,0.0,C01418,50,New,Central Slovakia,mobile
INT-001031,CMP-031,email,2024-04-11,2024-05-08,2024-04-24,2.88,3,0,0,0.0,C00366,56,Regular,Bratislava,tablet
INT-001032,CMP-031,email,2024-04-11,2024-05-08,2024-04-25,3.84,4,2,2,372.3,C00711,38,Loyal,Czech Republic,mobile
INT-001033,CMP-031,email,2024-04-11,2024-05-08,2024-04-26,0.96,1,0,0,0.0,C00659,53,At-Risk,Western Slovakia,mobile
INT-001034,CMP-031,email,2024-04-11,2024-05-08,2024-04-26,2.88,3,1,0,0.0,C00905,31,New,Czech Republic,desktop
INT-001035,CMP-031,email,2024-04-11,2024-05-08,2024-04-26,4.8,5,0,0,0.0,C01825,27,New,Bratislava,mobile
INT-001036,CMP-031,email,2024-04-11,2024-05-08,2024-04-27,2.88,3,0,0,0.0,C01587,18,Loyal,Czech Republic,tablet
INT-001037,CMP-031,email,2024-04-11,2024-05-08,2024-04-28,1.92,2,0,0,0.0,C01519,34,Regular,Central Slovakia,mobile
INT-001038,CMP-031,email,2024-04-11,2024-05-08,2024-04-29,4.8,5,0,0,0.0,C00775,38,Regular,Western Slovakia,desktop
INT-001039,CMP-031,email,2024-04-11,2024-05-08,2024-05-01,4.8,5,2,2,467.11,C00432,44,Loyal,Central Slovakia,desktop
INT-001040,CMP-031,email,2024-04-11,2024-05-08,2024-05-01,4.8,5,0,0,0.0,C00730,25,Loyal,Central Slovakia,mobile
INT-001041,CMP-031,email,2024-04-11,2024-05-08,2024-05-02,3.84,4,0,0,0.0,C00575,40,At-Risk,Central Slovakia,desktop
INT-001042,CMP-031,email,2024-04-11,2024-05-08,2024-05-02,5.76,6,1,1,179.34,C01525,33,Loyal,Czech Republic,mobile
INT-001043,CMP-031,email,2024-04-11,2024-05-08,2024-05-02,2.88,3,0,0,0.0,C01303,45,Regular,Eastern Slovakia,desktop
INT-001044,CMP-031,email,2024-04-11,2024-05-08,2024-05-02,2.88,3,0,0,0.0,C00269,39,Regular,Western Slovakia,desktop
INT-001045,CMP-031,email,2024-04-11,2024-05-08,2024-05-03,2.88,3,0,0,0.0,C00023,53,Loyal,Central Slovakia,mobile
INT-001046,CMP-031,email,2024-04-11,2024-05-08,2024-05-03,4.8,5,0,0,0.0,C02060,25,Regular,Central Slovakia,mobile
INT-001047,CMP-031,email,2024-04-11,2024-05-08,2024-05-04,1.92,2,0,0,0.0,C00476,34,Loyal,Western Slovakia,tablet
INT-001048,CMP-031,email,2024-04-11,2024-05-08,2024-05-04,2.88,3,1,0,0.0,C01207,29,At-Risk,Czech Republic,mobile
INT-001049,CMP-031,email,2024-04-11,2024-05-08,2024-05-05,4.8,5,1,0,0.0,C00947,42,Regular,Western Slovakia,mobile
INT-001050,CMP-031,email,2024-04-11,2024-05-08,2024-05-05,5.76,6,0,0,0.0,C01175,37,New,Bratislava,tablet
INT-001051,CMP-031,email,2024-04-11,2024-05-08,2024-05-05,6.72,7,2,2,353.04,C01774,58,At-Risk,Bratislava,desktop
INT-001052,CMP-031,email,2024-04-11,2024-05-08,2024-05-05,1.92,2,0,0,0.0,C01677,50,Regular,Bratislava,desktop
INT-001053,CMP-031,email,2024-04-11,2024-05-08,2024-05-06,1.92,2,0,0,0.0,C01907,38,At-Risk,Western Slovakia,desktop
INT-001054,CMP-031,email,2024-04-11,2024-05-08,2024-05-06,2.88,3,0,0,0.0,C01963,35,Regular,Western Slovakia,desktop
INT-001055,CMP-031,email,2024-04-11,2024-05-08,2024-05-06,3.84,4,0,0,0.0,C00908,23,New,Western Slovakia,mobile
INT-001056,CMP-031,email,2024-04-11,2024-05-08,2024-05-06,2.88,3,0,0,0.0,C01726,39,New,Czech Republic,mobile
INT-001057,CMP-031,email,2024-04-11,2024-05-08,2024-05-06,4.8,5,0,0,0.0,C01549,45,Regular,Eastern Slovakia,mobile
INT-001058,CMP-110,tv,2024-04-13,2024-05-09,2024-04-13,5.88,5,0,0,0.0,C01865,41,Loyal,Central Slovakia,mobile
INT-001059,CMP-110,tv,2024-04-13,2024-05-09,2024-04-13,8.24,7,0,0,0.0,C01305,35,New,Bratislava,desktop
INT-001060,CMP-110,tv,2024-04-13,2024-05-09,2024-04-13,9.41,8,1,1,192.89,C01086,33,Regular,Eastern Slovakia,mobile
INT-001061,CMP-110,tv,2024-04-13,2024-05-09,2024-04-15,9.41,8,0,0,0.0,C01837,41,Regular,Western Slovakia,tablet
INT-001062,CMP-110,tv,2024-04-13,2024-05-09,2024-04-17,4.71,4,0,0,0.0,C02083,24,New,Central Slovakia,mobile
INT-001063,CMP-110,tv,2024-04-13,2024-05-09,2024-04-18,3.53,3,0,0,0.0,C01322,31,New,Eastern Slovakia,mobile
INT-001064,CMP-110,tv,2024-04-13,2024-05-09,2024-04-21,5.88,5,0,0,0.0,C00082,30,Regular,Western Slovakia,mobile
INT-001065,CMP-110,tv,2024-04-13,2024-05-09,2024-04-24,2.35,2,0,0,0.0,C01956,26,Loyal,Eastern Slovakia,mobile
INT-001066,CMP-110,tv,2024-04-13,2024-05-09,2024-04-26,4.71,4,0,0,0.0,C00625,44,New,Czech Republic,desktop
INT-001067,CMP-110,tv,2024-04-13,2024-05-09,2024-04-29,3.53,3,0,0,0.0,C01185,38,New,Bratislava,desktop
INT-001068,CMP-110,tv,2024-04-13,2024-05-09,2024-04-30,14.12,12,0,0,0.0,C01491,31,New,Central Slovakia,mobile
INT-001069,CMP-110,tv,2024-04-13,2024-05-09,2024-05-01,3.53,3,0,0,0.0,C01493,31,Loyal,Bratislava,mobile
INT-001070,CMP-110,tv,2024-04-13,2024-05-09,2024-05-01,9.41,8,0,0,0.0,C00465,25,Loyal,Western Slovakia,desktop
INT-001071,CMP-110,tv,2024-04-13,2024-05-09,2024-05-02,8.24,7,0,1,300.6,C00211,49,Loyal,Central Slovakia,mobile
INT-001072,CMP-110,tv,2024-04-13,2024-05-09,2024-05-02,7.06,6,0,0,0.0,C00423,31,Regular,Central Slovakia,mobile
INT-001073,CMP-110,tv,2024-04-13,2024-05-09,2024-05-03,2.35,2,0,0,0.0,C01074,19,Loyal,Central Slovakia,mobile
INT-001074,CMP-110,tv,2024-04-13,2024-05-09,2024-05-03,5.88,5,0,0,0.0,C00901,43,New,Czech Republic,desktop
INT-001075,CMP-110,tv,2024-04-13,2024-05-09,2024-05-04,5.88,5,0,0,0.0,C00327,19,Loyal,Western Slovakia,desktop
INT-001076,CMP-110,tv,2024-04-13,2024-05-09,2024-05-04,5.88,5,1,0,0.0,C01898,43,Loyal,Eastern Slovakia,mobile
INT-001077,CMP-074,search,2024-04-24,2024-05-15,2024-04-24,9.07,3,0,0,0.0,C01177,29,New,Eastern Slovakia,desktop
INT-001078,CMP-074,search,2024-04-24,2024-05-15,2024-04-24,12.09,4,2,0,0.0,C02138,48,New,Czech Republic,desktop
INT-001079,CMP-074,search,2024-04-24,2024-05-15,2024-04-24,15.11,5,0,0,0.0,C00499,18,Regular,Central Slovakia,desktop
INT-001080,CMP-074,search,2024-04-24,2024-05-15,2024-04-24,12.09,4,0,0,0.0,C01205,30,At-Risk,Bratislava,mobile
INT-001081,CMP-074,search,2024-04-24,2024-05-15,2024-04-25,27.2,9,1,0,0.0,C00487,29,New,Western Slovakia,mobile
INT-001082,CMP-074,search,2024-04-24,2024-05-15,2024-04-26,9.07,3,1,0,0.0,C02176,39,Regular,Czech Republic,desktop
INT-001083,CMP-074,search,2024-04-24,2024-05-15,2024-04-27,6.05,2,1,0,0.0,C01204,37,New,Western Slovakia,mobile
INT-001084,CMP-074,search,2024-04-24,2024-05-15,2024-04-27,18.14,6,1,0,0.0,C02188,32,New,Central Slovakia,tablet
INT-001085,CMP-074,search,2024-04-24,2024-05-15,2024-04-28,12.09,4,1,0,0.0,C02048,44,Regular,Western Slovakia,mobile
INT-001086,CMP-074,search,2024-04-24,2024-05-15,2024-04-28,21.16,7,0,0,0.0,C00656,42,Regular,Western Slovakia,mobile
INT-001087,CMP-074,search,2024-04-24,2024-05-15,2024-04-28,9.07,3,0,0,0.0,C01830,35,Regular,Bratislava,mobile
INT-001088,CMP-074,search,2024-04-24,2024-05-15,2024-04-29,18.14,6,0,0,0.0,C00484,45,Regular,Bratislava,mobile
INT-001089,CMP-074,search,2024-04-24,2024-05-15,2024-04-29,21.16,7,0,0,0.0,C01900,25,Regular,Central Slovakia,desktop
INT-001090,CMP-074,search,2024-04-24,2024-05-15,2024-04-29,12.09,4,0,0,0.0,C02199,35,Regular,Czech Republic,desktop
INT-001091,CMP-074,search,2024-04-24,2024-05-15,2024-04-29,21.16,7,0,0,0.0,C01066,37,New,Czech Republic,mobile
INT-001092,CMP-074,search,2024-04-24,2024-05-15,2024-04-29,6.05,2,0,0,0.0,C00108,34,Regular,Eastern Slovakia,mobile
INT-001093,CMP-074,search,2024-04-24,2024-05-15,2024-04-30,15.11,5,1,0,0.0,C00769,23,Regular,Bratislava,mobile
INT-001094,CMP-074,search,2024-04-24,2024-05-15,2024-04-30,15.11,5,0,0,0.0,C01071,36,New,Western Slovakia,mobile
INT-001095,CMP-074,search,2024-04-24,2024-05-15,2024-05-01,18.14,6,0,0,0.0,C01352,45,New,Central Slovakia,desktop
INT-001096,CMP-074,search,2024-04-24,2024-05-15,2024-05-02,15.11,5,0,0,0.0,C02139,42,Loyal,Eastern Slovakia,mobile
INT-001097,CMP-074,search,2024-04-24,2024-05-15,2024-05-02,12.09,4,0,0,0.0,C01522,18,At-Risk,Bratislava,desktop
INT-001098,CMP-074,search,2024-04-24,2024-05-15,2024-05-02,6.05,2,0,0,0.0,C01657,43,Loyal,Czech Republic,desktop
INT-001099,CMP-074,search,2024-04-24,2024-05-15,2024-05-02,15.11,5,1,0,0.0,C01991,43,Loyal,Western Slovakia,mobile
INT-001100,CMP-074,search,2024-04-24,2024-05-15,2024-05-02,18.14,6,1,1,165.45,C00048,41,New,Western Slovakia,mobile
INT-001101,CMP-074,search,2024-04-24,2024-05-15,2024-05-02,15.11,5,1,0,0.0,C01768,48,Regular,Central Slovakia,tablet
INT-001102,CMP-074,search,2024-04-24,2024-05-15,2024-05-03,12.09,4,1,0,0.0,C00149,51,New,Western Slovakia,mobile
INT-001103,CMP-074,search,2024-04-24,2024-05-15,2024-05-03,12.09,4,0,0,0.0,C00063,40,Regular,Eastern Slovakia,mobile
INT-001104,CMP-074,search,2024-04-24,2024-05-15,2024-05-04,12.09,4,1,0,0.0,C00986,46,New,Bratislava,mobile
INT-001105,CMP-074,search,2024-04-24,2024-05-15,2024-05-04,12.09,4,0,0,0.0,C00372,54,At-Risk,Bratislava,tablet
INT-001106,CMP-074,search,2024-04-24,2024-05-15,2024-05-04,15.11,5,1,0,0.0,C00784,49,New,Western Slovakia,mobile
INT-001107,CMP-074,search,2024-04-24,2024-05-15,2024-05-04,9.07,3,0,0,0.0,C02077,38,New,Western Slovakia,tablet
INT-001108,CMP-074,search,2024-04-24,2024-05-15,2024-05-04,12.09,4,0,0,0.0,C01328,19,New,Central Slovakia,tablet
INT-001109,CMP-074,search,2024-04-24,2024-05-15,2024-05-04,9.07,3,0,0,0.0,C00765,42,New,Western Slovakia,desktop
INT-001110,CMP-074,search,2024-04-24,2024-05-15,2024-05-05,30.23,10,0,0,0.0,C02107,55,At-Risk,Eastern Slovakia,mobile
INT-001111,CMP-074,search,2024-04-24,2024-05-15,2024-05-05,21.16,7,0,0,0.0,C00430,43,Regular,Western Slovakia,tablet
INT-001112,CMP-074,search,2024-04-24,2024-05-15,2024-05-05,21.16,7,0,0,0.0,C00719,34,Regular,Bratislava,desktop
INT-001113,CMP-074,search,2024-04-24,2024-05-15,2024-05-06,18.14,6,1,0,0.0,C00243,18,New,Eastern Slovakia,mobile
INT-001114,CMP-074,search,2024-04-24,2024-05-15,2024-05-06,15.11,5,2,1,210.24,C00582,24,Regular,Eastern Slovakia,mobile
INT-001115,CMP-074,search,2024-04-24,2024-05-15,2024-05-06,24.18,8,1,1,380.29,C01765,25,Regular,Bratislava,mobile
INT-001116,CMP-074,search,2024-04-24,2024-05-15,2024-05-07,12.09,4,1,0,0.0,C01659,47,Regular,Western Slovakia,mobile
INT-001117,CMP-074,search,2024-04-24,2024-05-15,2024-05-08,27.2,9,0,0,0.0,C01100,53,Regular,Western Slovakia,desktop
INT-001118,CMP-074,search,2024-04-24,2024-05-15,2024-05-09,9.07,3,1,0,0.0,C00979,21,Regular,Czech Republic,mobile
INT-001119,CMP-074,search,2024-04-24,2024-05-15,2024-05-09,15.11,5,1,1,205.03,C01213,36,New,Central Slovakia,mobile
INT-001120,CMP-074,search,2024-04-24,2024-05-15,2024-05-09,18.14,6,0,0,0.0,C00297,42,At-Risk,Western Slovakia,desktop
INT-001121,CMP-074,search,2024-04-24,2024-05-15,2024-05-09,12.09,4,0,0,0.0,C00285,25,At-Risk,Czech Republic,desktop
INT-001122,CMP-074,search,2024-04-24,2024-05-15,2024-05-09,24.18,8,3,0,0.0,C00385,19,Regular,Western Slovakia,mobile
INT-001123,CMP-074,search,2024-04-24,2024-05-15,2024-05-10,12.09,4,0,0,0.0,C01633,40,Loyal,Central Slovakia,mobile
INT-001124,CMP-074,search,2024-04-24,2024-05-15,2024-05-10,18.14,6,2,0,0.0,C02179,45,New,Bratislava,mobile
INT-001125,CMP-074,search,2024-04-24,2024-05-15,2024-05-10,18.14,6,1,0,0.0,C01720,22,New,Central Slovakia,mobile
INT-001126,CMP-074,search,2024-04-24,2024-05-15,2024-05-10,12.09,4,1,0,0.0,C00351,42,Regular,Western Slovakia,desktop
INT-001127,CMP-074,search,2024-04-24,2024-05-15,2024-05-10,6.05,2,0,0,0.0,C00875,18,New,Bratislava,mobile
INT-001128,CMP-074,search,2024-04-24,2024-05-15,2024-05-10,21.16,7,0,0,0.0,C00629,26,Regular,Western Slovakia,desktop
INT-001129,CMP-074,search,2024-04-24,2024-05-15,2024-05-11,24.18,8,1,1,213.6,C01202,32,Regular,Western Slovakia,desktop
INT-001130,CMP-074,search,2024-04-24,2024-05-15,2024-05-12,18.14,6,0,0,0.0,C02154,25,New,Bratislava,desktop
INT-001131,CMP-074,search,2024-04-24,2024-05-15,2024-05-12,15.11,5,1,0,0.0,C01705,41,New,Western Slovakia,desktop
INT-001132,CMP-074,search,2024-04-24,2024-05-15,2024-05-12,12.09,4,0,0,0.0,C01634,38,Regular,Bratislava,desktop
INT-001133,CMP-074,search,2024-04-24,2024-05-15,2024-05-13,15.11,5,0,0,0.0,C01138,38,At-Risk,Bratislava,desktop
INT-001134,CMP-074,search,2024-04-24,2024-05-15,2024-05-13,15.11,5,0,0,0.0,C02061,21,Regular,Eastern Slovakia,desktop
INT-001135,CMP-074,search,2024-04-24,2024-05-15,2024-05-13,18.14,6,1,0,0.0,C01379,41,Regular,Central Slovakia,tablet
INT-001136,CMP-074,search,2024-04-24,2024-05-15,2024-05-14,12.09,4,1,0,0.0,C01602,52,New,Central Slovakia,desktop
INT-001137,CMP-074,search,2024-04-24,2024-05-15,2024-05-14,6.05,2,0,0,0.0,C01990,22,Regular,Central Slovakia,mobile
INT-001138,CMP-074,search,2024-04-24,2024-05-15,2024-05-14,15.11,5,0,0,0.0,C01845,22,New,Bratislava,desktop
INT-001139,CMP-021,search,2024-05-03,2024-05-25,2024-05-03,5.32,2,0,0,0.0,C02120,47,Regular,Eastern Slovakia,mobile
INT-001140,CMP-021,search,2024-05-03,2024-05-25,2024-05-04,7.98,3,1,0,0.0,C01439,23,Regular,Eastern Slovakia,mobile
INT-001141,CMP-021,search,2024-05-03,2024-05-25,2024-05-04,10.64,4,1,0,0.0,C00361,36,At-Risk,Western Slovakia,mobile
INT-001142,CMP-021,search,2024-05-03,2024-05-25,2024-05-07,18.62,7,2,0,0.0,C02174,23,New,Western Slovakia,desktop
INT-001143,CMP-021,search,2024-05-03,2024-05-25,2024-05-07,13.3,5,1,0,0.0,C01446,41,Regular,Eastern Slovakia,desktop
INT-001144,CMP-021,search,2024-05-03,2024-05-25,2024-05-08,18.62,7,1,1,214.54,C01290,48,Regular,Western Slovakia,desktop
INT-001145,CMP-021,search,2024-05-03,2024-05-25,2024-05-09,18.62,7,0,0,0.0,C01147,44,New,Czech Republic,mobile
INT-001146,CMP-021,search,2024-05-03,2024-05-25,2024-05-09,29.26,11,0,0,0.0,C01759,26,New,Bratislava,desktop
INT-001147,CMP-021,search,2024-05-03,2024-05-25,2024-05-10,13.3,5,0,0,0.0,C01277,31,New,Central Slovakia,mobile
INT-001148,CMP-021,search,2024-05-03,2024-05-25,2024-05-10,7.98,3,0,0,0.0,C01405,31,Regular,Bratislava,desktop
INT-001149,CMP-021,search,2024-05-03,2024-05-25,2024-05-11,7.98,3,0,0,0.0,C01350,37,Regular,Western Slovakia,tablet
INT-001150,CMP-021,search,2024-05-03,2024-05-25,2024-05-11,13.3,5,1,0,0.0,C01520,18,Regular,Eastern Slovakia,mobile
INT-001151,CMP-021,search,2024-05-03,2024-05-25,2024-05-13,13.3,5,0,0,0.0,C00115,39,Regular,Bratislava,mobile
INT-001152,CMP-021,search,2024-05-03,2024-05-25,2024-05-17,18.62,7,1,0,0.0,C01450,31,Regular,Bratislava,tablet
INT-001153,CMP-021,search,2024-05-03,2024-05-25,2024-05-17,7.98,3,1,1,275.96,C01254,42,Regular,Eastern Slovakia,desktop
INT-001154,CMP-021,search,2024-05-03,2024-05-25,2024-05-19,5.32,2,0,0,0.0,C00486,36,Regular,Bratislava,desktop
INT-001155,CMP-021,search,2024-05-03,2024-05-25,2024-05-21,13.3,5,1,0,0.0,C00356,41,New,Eastern Slovakia,mobile
INT-001156,CMP-021,search,2024-05-03,2024-05-25,2024-05-22,15.96,6,0,0,0.0,C01276,38,Regular,Eastern Slovakia,mobile
INT-001157,CMP-021,search,2024-05-03,2024-05-25,2024-05-23,10.64,4,0,0,0.0,C00484,45,Regular,Bratislava,mobile
INT-001158,CMP-072,search,2024-05-13,2024-05-31,2024-05-13,7.59,4,0,0,0.0,C01469,21,At-Risk,Eastern Slovakia,mobile
INT-001159,CMP-072,search,2024-05-13,2024-05-31,2024-05-13,5.69,3,0,0,0.0,C01848,25,Regular,Central Slovakia,desktop
INT-001160,CMP-072,search,2024-05-13,2024-05-31,2024-05-13,7.59,4,0,0,0.0,C01450,31,Regular,Bratislava,mobile
INT-001161,CMP-072,search,2024-05-13,2024-05-31,2024-05-14,9.48,5,2,2,469.15,C01258,38,Loyal,Eastern Slovakia,desktop
INT-001162,CMP-072,search,2024-05-13,2024-05-31,2024-05-15,11.38,6,1,1,336.36,C00266,50,Loyal,Bratislava,mobile
INT-001163,CMP-072,search,2024-05-13,2024-05-31,2024-05-15,3.79,2,0,0,0.0,C00938,37,Loyal,Bratislava,tablet
INT-001164,CMP-072,search,2024-05-13,2024-05-31,2024-05-15,9.48,5,1,1,203.02,C00998,39,Loyal,Western Slovakia,desktop
INT-001165,CMP-072,search,2024-05-13,2024-05-31,2024-05-15,3.79,2,0,0,0.0,C00889,18,Loyal,Eastern Slovakia,mobile
INT-001166,CMP-072,search,2024-05-13,2024-05-31,2024-05-15,3.79,2,1,0,0.0,C00231,20,Regular,Czech Republic,mobile
INT-001167,CMP-072,search,2024-05-13,2024-05-31,2024-05-16,7.59,4,0,0,0.0,C00440,43,Regular,Czech Republic,mobile
INT-001168,CMP-072,search,2024-05-13,2024-05-31,2024-05-17,5.69,3,0,0,0.0,C01261,50,At-Risk,Eastern Slovakia,mobile
INT-001169,CMP-072,search,2024-05-13,2024-05-31,2024-05-17,5.69,3,0,0,0.0,C00549,46,Regular,Western Slovakia,desktop
INT-001170,CMP-072,search,2024-05-13,2024-05-31,2024-05-18,9.48,5,1,1,339.28,C01806,18,Loyal,Czech Republic,mobile
INT-001171,CMP-072,search,2024-05-13,2024-05-31,2024-05-18,5.69,3,1,0,0.0,C01406,46,New,Eastern Slovakia,desktop
INT-001172,CMP-072,search,2024-05-13,2024-05-31,2024-05-18,5.69,3,0,0,0.0,C00778,43,Loyal,Bratislava,mobile
INT-001173,CMP-072,search,2024-05-13,2024-05-31,2024-05-19,7.59,4,1,1,295.54,C00397,47,Loyal,Bratislava,mobile
INT-001174,CMP-072,search,2024-05-13,2024-05-31,2024-05-19,7.59,4,1,0,0.0,C01765,25,Regular,Bratislava,mobile
INT-001175,CMP-072,search,2024-05-13,2024-05-31,2024-05-19,3.79,2,0,0,0.0,C00220,30,Regular,Bratislava,mobile
INT-001176,CMP-072,search,2024-05-13,2024-05-31,2024-05-19,1.9,1,0,0,0.0,C00221,35,Regular,Bratislava,tablet
INT-001177,CMP-072,search,2024-05-13,2024-05-31,2024-05-20,5.69,3,1,0,0.0,C00770,58,New,Bratislava,mobile
INT-001178,CMP-072,search,2024-05-13,2024-05-31,2024-05-20,5.69,3,0,0,0.0,C00836,27,Regular,Bratislava,desktop
INT-001179,CMP-072,search,2024-05-13,2024-05-31,2024-05-20,1.9,1,0,0,0.0,C01596,43,Regular,Western Slovakia,mobile
INT-001180,CMP-072,search,2024-05-13,2024-05-31,2024-05-20,11.38,6,3,2,378.37,C01202,32,Regular,Western Slovakia,desktop
INT-001181,CMP-072,search,2024-05-13,2024-05-31,2024-05-20,5.69,3,0,0,0.0,C00247,25,Regular,Western Slovakia,tablet
INT-001182,CMP-072,search,2024-05-13,2024-05-31,2024-05-20,3.79,2,0,0,0.0,C01952,41,Loyal,Bratislava,mobile
INT-001183,CMP-072,search,2024-05-13,2024-05-31,2024-05-20,11.38,6,0,0,0.0,C01038,31,Regular,Bratislava,desktop
INT-001184,CMP-072,search,2024-05-13,2024-05-31,2024-05-21,1.9,1,0,0,0.0,C01634,38,Regular,Bratislava,mobile
INT-001185,CMP-072,search,2024-05-13,2024-05-31,2024-05-22,9.48,5,1,0,0.0,C01947,29,New,Eastern Slovakia,mobile
INT-001186,CMP-072,search,2024-05-13,2024-05-31,2024-05-22,5.69,3,2,0,0.0,C00413,30,Regular,Bratislava,mobile
INT-001187,CMP-072,search,2024-05-13,2024-05-31,2024-05-22,5.69,3,2,1,159.94,C02036,47,New,Eastern Slovakia,mobile
INT-001188,CMP-072,search,2024-05-13,2024-05-31,2024-05-22,5.69,3,0,0,0.0,C01393,31,Loyal,Bratislava,desktop
INT-001189,CMP-072,search,2024-05-13,2024-05-31,2024-05-23,3.79,2,0,0,0.0,C00726,56,Loyal,Bratislava,mobile
INT-001190,CMP-072,search,2024-05-13,2024-05-31,2024-05-23,5.69,3,0,0,0.0,C00957,32,New,Western Slovakia,desktop
INT-001191,CMP-072,search,2024-05-13,2024-05-31,2024-05-23,5.69,3,0,0,0.0,C01863,55,Loyal,Czech Republic,mobile
INT-001192,CMP-072,search,2024-05-13,2024-05-31,2024-05-23,1.9,1,1,1,352.92,C01233,24,Loyal,Bratislava,mobile
INT-001193,CMP-072,search,2024-05-13,2024-05-31,2024-05-25,5.69,3,0,0,0.0,C00238,36,Loyal,Western Slovakia,mobile
INT-001194,CMP-072,search,2024-05-13,2024-05-31,2024-05-26,1.9,1,0,0,0.0,C00964,37,Regular,Bratislava,mobile
INT-001195,CMP-072,search,2024-05-13,2024-05-31,2024-05-26,11.38,6,0,0,0.0,C00190,58,Loyal,Bratislava,desktop
INT-001196,CMP-072,search,2024-05-13,2024-05-31,2024-05-26,3.79,2,0,0,0.0,C01358,32,New,Eastern Slovakia,desktop
INT-001197,CMP-072,search,2024-05-13,2024-05-31,2024-05-26,9.48,5,2,0,0.0,C01605,34,Regular,Bratislava,desktop
INT-001198,CMP-072,search,2024-05-13,2024-05-31,2024-05-27,7.59,4,0,0,0.0,C00635,34,Regular,Czech Republic,tablet
INT-001199,CMP-072,search,2024-05-13,2024-05-31,2024-05-27,5.69,3,0,0,0.0,C01493,31,Loyal,Bratislava,mobile
